tf,target,truth
E2F1,ROR2,0
EMX1,ROR2,0
FOS,ROR2,0
JUN,ROR2,0
KAT7,ROR2,0
KLF10,ROR2,0
KLF11,ROR2,0
KLF3,ROR2,0
MEF2C,ROR2,0
MEIS2,ROR2,0
NEUROD2,ROR2,0
NEUROD6,ROR2,0
NFIA,ROR2,0
NFIB,ROR2,0
NR2E1,ROR2,1
NR4A2,ROR2,0
PHF21A,ROR2,0
POU2F1,ROR2,0
POU3F1,ROR2,1
POU3F2,ROR2,0
RFX2,ROR2,0
SATB2,ROR2,0
SOX2,ROR2,1
SOX5,ROR2,0
SOX6,ROR2,0
SOX9,ROR2,0
TBR1,ROR2,0
TCF12,ROR2,0
TCF3,ROR2,0
TCF7L1,ROR2,0
TFAP2C,ROR2,0
VEZF1,ROR2,0
ZBTB18,ROR2,0
ZBTB20,ROR2,0
ZNF148,ROR2,0
ZNF219,ROR2,0
ZNF281,ROR2,0
ZNF441,ROR2,0
ARX,RORA,1
ASCL1,RORA,1
ATF7,RORA,1
BHLHE22,RORA,1
CTCF,RORA,1
DEAF1,RORA,1
E2F1,RORA,1
EMX1,RORA,1
FOS,RORA,1
JUN,RORA,1
KAT7,RORA,1
KLF10,RORA,1
KLF11,RORA,1
KLF3,RORA,1
MEF2C,RORA,1
MEIS2,RORA,1
NEUROD2,RORA,1
NEUROD6,RORA,1
NFIA,RORA,1
NFIB,RORA,1
NR2E1,RORA,1
NR4A2,RORA,1
PHF21A,RORA,0
POU2F1,RORA,1
POU3F1,RORA,0
POU3F2,RORA,1
RFX2,RORA,1
SATB2,RORA,1
SOX2,RORA,0
SOX5,RORA,1
SOX6,RORA,1
SOX9,RORA,1
TBR1,RORA,1
TCF12,RORA,1
TCF3,RORA,1
TCF7L1,RORA,1
TFAP2C,RORA,1
VEZF1,RORA,1
ZBTB18,RORA,1
ZBTB20,RORA,1
ZNF148,RORA,1
ZNF219,RORA,1
ZNF281,RORA,1
ZNF441,RORA,1
ARX,RORB,1
ASCL1,RORB,0
ATF7,RORB,0
BHLHE22,RORB,0
CTCF,RORB,0
DEAF1,RORB,0
E2F1,RORB,1
EMX1,RORB,0
FOS,RORB,0
JUN,RORB,0
KAT7,RORB,0
KLF10,RORB,1
KLF11,RORB,0
KLF3,RORB,1
MEF2C,RORB,1
MEIS2,RORB,1
NEUROD2,RORB,0
NEUROD6,RORB,0
NFIA,RORB,1
NFIB,RORB,0
NR2E1,RORB,1
NR4A2,RORB,0
PHF21A,RORB,0
POU2F1,RORB,0
POU3F1,RORB,0
POU3F2,RORB,1
RFX2,RORB,1
SATB2,RORB,0
SOX2,RORB,1
SOX5,RORB,0
SOX6,RORB,0
SOX9,RORB,0
TBR1,RORB,1
TCF12,RORB,0
TCF3,RORB,0
TCF7L1,RORB,0
TFAP2C,RORB,0
VEZF1,RORB,1
ZBTB18,RORB,1
ZBTB20,RORB,0
ZNF148,RORB,1
ZNF219,RORB,1
ZNF281,RORB,0
ZNF441,RORB,0
ARX,RRAD,0
ASCL1,RRAD,0
ATF7,RRAD,0
BHLHE22,RRAD,0
CTCF,RRAD,0
DEAF1,RRAD,0
E2F1,RRAD,0
EMX1,RRAD,0
FOS,RRAD,0
JUN,RRAD,0
KAT7,RRAD,0
KLF10,RRAD,0
KLF11,RRAD,0
KLF3,RRAD,0
MEF2C,RRAD,0
MEIS2,RRAD,0
NEUROD2,RRAD,0
NEUROD6,RRAD,0
NFIA,RRAD,0
NFIB,RRAD,0
NR2E1,RRAD,0
NR4A2,RRAD,0
PHF21A,RRAD,0
POU2F1,RRAD,0
POU3F1,RRAD,0
POU3F2,RRAD,0
RFX2,RRAD,0
SATB2,RRAD,0
SOX2,RRAD,0
SOX5,RRAD,0
SOX6,RRAD,0
SOX9,RRAD,0
TBR1,RRAD,0
TCF12,RRAD,0
TCF3,RRAD,0
TCF7L1,RRAD,0
TFAP2C,RRAD,0
VEZF1,RRAD,0
ZBTB18,RRAD,0
ZBTB20,RRAD,0
ZNF148,RRAD,0
ZNF219,RRAD,0
ZNF281,RRAD,0
ZNF441,RRAD,0
ARX,RRAGC,1
ASCL1,RRAGC,1
ATF7,RRAGC,1
BHLHE22,RRAGC,0
CTCF,RRAGC,0
DEAF1,RRAGC,1
E2F1,RRAGC,1
EMX1,RRAGC,0
FOS,RRAGC,1
JUN,RRAGC,1
KAT7,RRAGC,1
KLF10,RRAGC,1
KLF11,RRAGC,1
KLF3,RRAGC,1
MEF2C,RRAGC,1
MEIS2,RRAGC,1
NEUROD2,RRAGC,0
NEUROD6,RRAGC,0
NFIA,RRAGC,1
NFIB,RRAGC,0
NR2E1,RRAGC,1
NR4A2,RRAGC,1
PHF21A,RRAGC,0
POU2F1,RRAGC,1
POU3F1,RRAGC,0
POU3F2,RRAGC,1
RFX2,RRAGC,1
SATB2,RRAGC,1
SOX2,RRAGC,0
SOX5,RRAGC,1
SOX6,RRAGC,0
SOX9,RRAGC,0
TBR1,RRAGC,0
TCF12,RRAGC,0
TCF3,RRAGC,0
TCF7L1,RRAGC,1
TFAP2C,RRAGC,1
VEZF1,RRAGC,1
ZBTB18,RRAGC,0
ZBTB20,RRAGC,0
ZNF148,RRAGC,0
ZNF219,RRAGC,1
ZNF281,RRAGC,0
ZNF441,RRAGC,0
ARX,RRBP1,1
ASCL1,RRBP1,1
ATF7,RRBP1,1
BHLHE22,RRBP1,1
CTCF,RRBP1,1
DEAF1,RRBP1,1
E2F1,RRBP1,1
EMX1,RRBP1,1
FOS,RRBP1,1
JUN,RRBP1,1
KAT7,RRBP1,1
KLF10,RRBP1,1
KLF11,RRBP1,1
KLF3,RRBP1,1
MEF2C,RRBP1,1
MEIS2,RRBP1,1
NEUROD2,RRBP1,1
NEUROD6,RRBP1,1
NFIA,RRBP1,1
NFIB,RRBP1,1
NR2E1,RRBP1,1
NR4A2,RRBP1,1
PHF21A,RRBP1,0
POU2F1,RRBP1,1
POU3F1,RRBP1,1
POU3F2,RRBP1,1
RFX2,RRBP1,1
SATB2,RRBP1,1
SOX2,RRBP1,1
SOX5,RRBP1,1
SOX6,RRBP1,1
SOX9,RRBP1,1
TBR1,RRBP1,1
TCF12,RRBP1,1
TCF3,RRBP1,1
TCF7L1,RRBP1,1
TFAP2C,RRBP1,1
VEZF1,RRBP1,1
ZBTB18,RRBP1,1
ZBTB20,RRBP1,1
ZNF148,RRBP1,1
ZNF219,RRBP1,1
ZNF281,RRBP1,1
ZNF441,RRBP1,1
ARX,RREB1,1
ASCL1,RREB1,1
ATF7,RREB1,1
BHLHE22,RREB1,1
CTCF,RREB1,1
DEAF1,RREB1,1
E2F1,RREB1,1
EMX1,RREB1,1
FOS,RREB1,1
JUN,RREB1,1
KAT7,RREB1,1
KLF10,RREB1,1
KLF11,RREB1,1
KLF3,RREB1,1
MEF2C,RREB1,1
MEIS2,RREB1,1
NEUROD2,RREB1,1
NEUROD6,RREB1,1
NFIA,RREB1,1
NFIB,RREB1,1
NR2E1,RREB1,1
NR4A2,RREB1,1
PHF21A,RREB1,1
POU2F1,RREB1,1
POU3F1,RREB1,0
POU3F2,RREB1,1
RFX2,RREB1,1
SATB2,RREB1,0
SOX2,RREB1,1
SOX5,RREB1,1
SOX6,RREB1,1
SOX9,RREB1,1
TBR1,RREB1,1
TCF12,RREB1,0
TCF3,RREB1,1
TCF7L1,RREB1,1
TFAP2C,RREB1,1
VEZF1,RREB1,1
ZBTB18,RREB1,1
ZBTB20,RREB1,1
ZNF148,RREB1,1
ZNF219,RREB1,1
ZNF281,RREB1,1
ZNF441,RREB1,1
ARX,RRM1,1
ASCL1,RRM1,0
ATF7,RRM1,0
BHLHE22,RRM1,0
CTCF,RRM1,1
DEAF1,RRM1,1
E2F1,RRM1,0
EMX1,RRM1,0
FOS,RRM1,0
JUN,RRM1,1
KAT7,RRM1,0
KLF10,RRM1,0
KLF11,RRM1,0
KLF3,RRM1,0
MEF2C,RRM1,1
MEIS2,RRM1,0
NEUROD2,RRM1,0
NEUROD6,RRM1,0
NFIA,RRM1,0
NFIB,RRM1,0
NR2E1,RRM1,1
NR4A2,RRM1,0
PHF21A,RRM1,0
POU2F1,RRM1,0
POU3F1,RRM1,0
POU3F2,RRM1,0
RFX2,RRM1,1
SATB2,RRM1,0
SOX2,RRM1,1
SOX5,RRM1,0
SOX6,RRM1,1
SOX9,RRM1,1
TBR1,RRM1,1
TCF12,RRM1,0
TCF3,RRM1,0
TCF7L1,RRM1,0
TFAP2C,RRM1,1
VEZF1,RRM1,0
ZBTB18,RRM1,0
ZBTB20,RRM1,0
ZNF148,RRM1,1
ZNF219,RRM1,1
ZNF281,RRM1,0
ZNF441,RRM1,0
ARX,RRM2,1
ASCL1,RRM2,0
ATF7,RRM2,0
BHLHE22,RRM2,0
CTCF,RRM2,1
DEAF1,RRM2,0
E2F1,RRM2,1
EMX1,RRM2,0
FOS,RRM2,0
JUN,RRM2,0
KAT7,RRM2,0
KLF10,RRM2,0
KLF11,RRM2,1
KLF3,RRM2,0
MEF2C,RRM2,1
MEIS2,RRM2,0
NEUROD2,RRM2,1
NEUROD6,RRM2,0
NFIA,RRM2,1
NFIB,RRM2,0
NR2E1,RRM2,1
NR4A2,RRM2,0
PHF21A,RRM2,0
POU2F1,RRM2,0
POU3F1,RRM2,0
POU3F2,RRM2,0
RFX2,RRM2,1
SATB2,RRM2,0
SOX2,RRM2,1
SOX5,RRM2,0
SOX6,RRM2,0
SOX9,RRM2,1
TBR1,RRM2,0
TCF12,RRM2,0
TCF3,RRM2,0
TCF7L1,RRM2,0
TFAP2C,RRM2,0
VEZF1,RRM2,0
ZBTB18,RRM2,1
ZBTB20,RRM2,0
ZNF148,RRM2,1
ZNF219,RRM2,1
ZNF281,RRM2,0
ZNF441,RRM2,0
ARX,RRP12,0
ASCL1,RRP12,0
ATF7,RRP12,0
BHLHE22,RRP12,0
CTCF,RRP12,1
DEAF1,RRP12,0
E2F1,RRP12,0
EMX1,RRP12,0
FOS,RRP12,0
JUN,RRP12,0
KAT7,RRP12,1
KLF10,RRP12,0
KLF11,RRP12,0
KLF3,RRP12,0
MEF2C,RRP12,0
MEIS2,RRP12,1
NEUROD2,RRP12,0
NEUROD6,RRP12,0
NFIA,RRP12,0
NFIB,RRP12,0
NR2E1,RRP12,0
NR4A2,RRP12,1
PHF21A,RRP12,0
POU2F1,RRP12,0
POU3F1,RRP12,0
POU3F2,RRP12,0
RFX2,RRP12,0
SATB2,RRP12,1
SOX2,RRP12,0
SOX5,RRP12,0
SOX6,RRP12,0
SOX9,RRP12,1
TBR1,RRP12,0
TCF12,RRP12,0
TCF3,RRP12,0
TCF7L1,RRP12,0
TFAP2C,RRP12,1
VEZF1,RRP12,0
ZBTB18,RRP12,0
ZBTB20,RRP12,0
ZNF148,RRP12,1
ZNF219,RRP12,0
ZNF281,RRP12,0
ZNF441,RRP12,0
ARX,RSPO1,0
ASCL1,RSPO1,0
ATF7,RSPO1,0
BHLHE22,RSPO1,0
CTCF,RSPO1,0
DEAF1,RSPO1,0
E2F1,RSPO1,0
EMX1,RSPO1,0
FOS,RSPO1,0
JUN,RSPO1,0
KAT7,RSPO1,0
KLF10,RSPO1,0
KLF11,RSPO1,0
KLF3,RSPO1,0
MEF2C,RSPO1,0
MEIS2,RSPO1,0
NEUROD2,RSPO1,0
NEUROD6,RSPO1,0
NFIA,RSPO1,0
NFIB,RSPO1,0
NR2E1,RSPO1,0
NR4A2,RSPO1,0
PHF21A,RSPO1,0
POU2F1,RSPO1,0
POU3F1,RSPO1,0
POU3F2,RSPO1,0
RFX2,RSPO1,0
SATB2,RSPO1,0
SOX2,RSPO1,0
SOX5,RSPO1,0
SOX6,RSPO1,0
SOX9,RSPO1,0
TBR1,RSPO1,0
TCF12,RSPO1,0
TCF3,RSPO1,0
TCF7L1,RSPO1,0
TFAP2C,RSPO1,0
VEZF1,RSPO1,0
ZBTB18,RSPO1,0
ZBTB20,RSPO1,0
ZNF148,RSPO1,0
ZNF219,RSPO1,0
ZNF281,RSPO1,0
ZNF441,RSPO1,0
ARX,RSPO2,0
ASCL1,RSPO2,0
ATF7,RSPO2,0
BHLHE22,RSPO2,0
CTCF,RSPO2,0
DEAF1,RSPO2,0
E2F1,RSPO2,0
EMX1,RSPO2,0
FOS,RSPO2,0
JUN,RSPO2,0
KAT7,RSPO2,0
KLF10,RSPO2,0
KLF11,RSPO2,0
KLF3,RSPO2,0
MEF2C,RSPO2,0
MEIS2,RSPO2,0
NEUROD2,RSPO2,0
NEUROD6,RSPO2,0
NFIA,RSPO2,0
NFIB,RSPO2,0
NR2E1,RSPO2,0
NR4A2,RSPO2,0
PHF21A,RSPO2,0
POU2F1,RSPO2,0
POU3F1,RSPO2,0
POU3F2,RSPO2,0
RFX2,RSPO2,0
SATB2,RSPO2,0
SOX2,RSPO2,0
SOX5,RSPO2,0
SOX6,RSPO2,0
SOX9,RSPO2,0
TBR1,RSPO2,0
TCF12,RSPO2,0
TCF3,RSPO2,0
TCF7L1,RSPO2,0
TFAP2C,RSPO2,0
VEZF1,RSPO2,0
ZBTB18,RSPO2,0
ZBTB20,RSPO2,0
ZNF148,RSPO2,0
ZNF219,RSPO2,0
ZNF281,RSPO2,0
ZNF441,RSPO2,0
ARX,RSPO3,0
ASCL1,RSPO3,0
ATF7,RSPO3,0
BHLHE22,RSPO3,0
CTCF,RSPO3,0
DEAF1,RSPO3,0
E2F1,RSPO3,0
EMX1,RSPO3,0
FOS,RSPO3,0
JUN,RSPO3,0
KAT7,RSPO3,0
KLF10,RSPO3,0
KLF11,RSPO3,0
KLF3,RSPO3,0
MEF2C,RSPO3,0
MEIS2,RSPO3,0
NEUROD2,RSPO3,0
NEUROD6,RSPO3,0
NFIA,RSPO3,0
NFIB,RSPO3,0
NR2E1,RSPO3,0
NR4A2,RSPO3,0
PHF21A,RSPO3,0
POU2F1,RSPO3,0
POU3F1,RSPO3,0
POU3F2,RSPO3,0
RFX2,RSPO3,0
SATB2,RSPO3,1
SOX2,RSPO3,0
SOX5,RSPO3,0
SOX6,RSPO3,0
SOX9,RSPO3,0
TBR1,RSPO3,0
TCF12,RSPO3,0
TCF3,RSPO3,1
TCF7L1,RSPO3,0
TFAP2C,RSPO3,0
VEZF1,RSPO3,0
ZBTB18,RSPO3,0
ZBTB20,RSPO3,0
ZNF148,RSPO3,0
ZNF219,RSPO3,0
ZNF281,RSPO3,0
ZNF441,RSPO3,0
ARX,RSPO4,0
ASCL1,RSPO4,0
ATF7,RSPO4,0
BHLHE22,RSPO4,0
CTCF,RSPO4,0
DEAF1,RSPO4,0
E2F1,RSPO4,0
EMX1,RSPO4,0
FOS,RSPO4,0
JUN,RSPO4,0
KAT7,RSPO4,0
KLF10,RSPO4,0
KLF11,RSPO4,0
KLF3,RSPO4,0
MEF2C,RSPO4,0
MEIS2,RSPO4,0
NEUROD2,RSPO4,0
NEUROD6,RSPO4,0
NFIA,RSPO4,0
NFIB,RSPO4,0
NR2E1,RSPO4,0
NR4A2,RSPO4,0
PHF21A,RSPO4,0
POU2F1,RSPO4,0
POU3F1,RSPO4,0
POU3F2,RSPO4,0
RFX2,RSPO4,0
SATB2,RSPO4,0
SOX2,RSPO4,0
SOX5,RSPO4,0
SOX6,RSPO4,0
SOX9,RSPO4,0
TBR1,RSPO4,0
TCF12,RSPO4,0
TCF3,RSPO4,0
TCF7L1,RSPO4,0
TFAP2C,RSPO4,0
VEZF1,RSPO4,0
ZBTB18,RSPO4,0
ZBTB20,RSPO4,0
ZNF148,RSPO4,0
ZNF219,RSPO4,0
ZNF281,RSPO4,0
ZNF441,RSPO4,0
ARX,RTKN2,1
ASCL1,RTKN2,0
ATF7,RTKN2,0
BHLHE22,RTKN2,0
CTCF,RTKN2,0
DEAF1,RTKN2,0
E2F1,RTKN2,1
EMX1,RTKN2,0
FOS,RTKN2,0
JUN,RTKN2,0
KAT7,RTKN2,0
KLF10,RTKN2,0
KLF11,RTKN2,1
KLF3,RTKN2,0
MEF2C,RTKN2,0
MEIS2,RTKN2,0
NEUROD2,RTKN2,0
NEUROD6,RTKN2,0
NFIA,RTKN2,0
NFIB,RTKN2,0
NR2E1,RTKN2,1
NR4A2,RTKN2,0
PHF21A,RTKN2,0
POU2F1,RTKN2,0
POU3F1,RTKN2,0
POU3F2,RTKN2,0
RFX2,RTKN2,0
SATB2,RTKN2,0
SOX2,RTKN2,1
SOX5,RTKN2,0
SOX6,RTKN2,0
SOX9,RTKN2,1
TBR1,RTKN2,0
TCF12,RTKN2,0
TCF3,RTKN2,0
TCF7L1,RTKN2,0
TFAP2C,RTKN2,0
VEZF1,RTKN2,0
ZBTB18,RTKN2,0
ZBTB20,RTKN2,0
ZNF148,RTKN2,1
ZNF219,RTKN2,1
ZNF281,RTKN2,0
ZNF441,RTKN2,0
ARX,RTN1,0
ASCL1,RTN1,1
ATF7,RTN1,1
BHLHE22,RTN1,1
CTCF,RTN1,0
DEAF1,RTN1,0
E2F1,RTN1,0
EMX1,RTN1,1
FOS,RTN1,1
JUN,RTN1,1
KAT7,RTN1,1
KLF10,RTN1,1
KLF11,RTN1,1
KLF3,RTN1,1
MEF2C,RTN1,1
MEIS2,RTN1,1
NEUROD2,RTN1,0
NEUROD6,RTN1,0
NFIA,RTN1,0
NFIB,RTN1,1
NR2E1,RTN1,1
NR4A2,RTN1,1
PHF21A,RTN1,1
POU2F1,RTN1,1
POU3F1,RTN1,0
POU3F2,RTN1,1
RFX2,RTN1,1
SATB2,RTN1,1
SOX2,RTN1,1
SOX5,RTN1,1
SOX6,RTN1,1
SOX9,RTN1,0
TBR1,RTN1,1
TCF12,RTN1,0
TCF3,RTN1,0
TCF7L1,RTN1,1
TFAP2C,RTN1,1
VEZF1,RTN1,1
ZBTB18,RTN1,1
ZBTB20,RTN1,1
ZNF148,RTN1,1
ZNF219,RTN1,1
ZNF281,RTN1,1
ZNF441,RTN1,1
ARX,RUNDC3B,0
ASCL1,RUNDC3B,0
ATF7,RUNDC3B,0
BHLHE22,RUNDC3B,0
CTCF,RUNDC3B,0
DEAF1,RUNDC3B,0
E2F1,RUNDC3B,0
EMX1,RUNDC3B,0
FOS,RUNDC3B,0
JUN,RUNDC3B,0
KAT7,RUNDC3B,0
KLF10,RUNDC3B,0
KLF11,RUNDC3B,0
KLF3,RUNDC3B,0
MEF2C,RUNDC3B,0
MEIS2,RUNDC3B,0
NEUROD2,RUNDC3B,0
NEUROD6,RUNDC3B,0
NFIA,RUNDC3B,0
NFIB,RUNDC3B,0
NR2E1,RUNDC3B,1
NR4A2,RUNDC3B,0
PHF21A,RUNDC3B,1
POU2F1,RUNDC3B,0
POU3F1,RUNDC3B,0
POU3F2,RUNDC3B,0
RFX2,RUNDC3B,0
SATB2,RUNDC3B,0
SOX2,RUNDC3B,1
SOX5,RUNDC3B,0
SOX6,RUNDC3B,0
SOX9,RUNDC3B,0
TBR1,RUNDC3B,0
TCF12,RUNDC3B,0
TCF3,RUNDC3B,0
TCF7L1,RUNDC3B,1
TFAP2C,RUNDC3B,0
VEZF1,RUNDC3B,0
ZBTB18,RUNDC3B,0
ZBTB20,RUNDC3B,0
ZNF148,RUNDC3B,0
ZNF219,RUNDC3B,0
ZNF281,RUNDC3B,0
ZNF441,RUNDC3B,0
ARX,RUNX1,0
ASCL1,RUNX1,0
ATF7,RUNX1,0
BHLHE22,RUNX1,0
CTCF,RUNX1,0
DEAF1,RUNX1,0
E2F1,RUNX1,0
EMX1,RUNX1,0
FOS,RUNX1,0
JUN,RUNX1,0
KAT7,RUNX1,0
KLF10,RUNX1,0
KLF11,RUNX1,0
KLF3,RUNX1,0
MEF2C,RUNX1,0
MEIS2,RUNX1,0
NEUROD2,RUNX1,0
NEUROD6,RUNX1,0
NFIA,RUNX1,0
NFIB,RUNX1,0
NR2E1,RUNX1,0
NR4A2,RUNX1,0
PHF21A,RUNX1,0
POU2F1,RUNX1,0
POU3F1,RUNX1,0
POU3F2,RUNX1,0
RFX2,RUNX1,0
SATB2,RUNX1,0
SOX2,RUNX1,0
SOX5,RUNX1,0
SOX6,RUNX1,0
SOX9,RUNX1,0
TBR1,RUNX1,0
TCF12,RUNX1,0
TCF3,RUNX1,0
TCF7L1,RUNX1,0
TFAP2C,RUNX1,0
VEZF1,RUNX1,0
ZBTB18,RUNX1,0
ZBTB20,RUNX1,0
ZNF148,RUNX1,0
ZNF219,RUNX1,0
ZNF281,RUNX1,0
ZNF441,RUNX1,0
ARX,RUNX1T1,1
ASCL1,RUNX1T1,0
ATF7,RUNX1T1,0
BHLHE22,RUNX1T1,1
CTCF,RUNX1T1,1
DEAF1,RUNX1T1,0
E2F1,RUNX1T1,0
EMX1,RUNX1T1,0
FOS,RUNX1T1,0
JUN,RUNX1T1,0
KAT7,RUNX1T1,1
KLF10,RUNX1T1,0
KLF11,RUNX1T1,1
KLF3,RUNX1T1,0
MEF2C,RUNX1T1,0
MEIS2,RUNX1T1,0
NEUROD2,RUNX1T1,0
NEUROD6,RUNX1T1,0
NFIA,RUNX1T1,1
NFIB,RUNX1T1,0
NR2E1,RUNX1T1,1
NR4A2,RUNX1T1,0
PHF21A,RUNX1T1,1
POU2F1,RUNX1T1,0
POU3F1,RUNX1T1,0
POU3F2,RUNX1T1,0
RFX2,RUNX1T1,0
SATB2,RUNX1T1,0
SOX2,RUNX1T1,1
SOX5,RUNX1T1,0
SOX6,RUNX1T1,0
SOX9,RUNX1T1,1
TBR1,RUNX1T1,0
TCF12,RUNX1T1,0
TCF3,RUNX1T1,1
TCF7L1,RUNX1T1,0
TFAP2C,RUNX1T1,0
VEZF1,RUNX1T1,0
ZBTB18,RUNX1T1,0
ZBTB20,RUNX1T1,0
ZNF148,RUNX1T1,0
ZNF219,RUNX1T1,0
ZNF281,RUNX1T1,0
ZNF441,RUNX1T1,0
ARX,RXRG,0
ASCL1,RXRG,0
ATF7,RXRG,0
BHLHE22,RXRG,0
CTCF,RXRG,0
DEAF1,RXRG,0
E2F1,RXRG,0
EMX1,RXRG,0
FOS,RXRG,0
JUN,RXRG,0
KAT7,RXRG,0
KLF10,RXRG,0
KLF11,RXRG,0
KLF3,RXRG,0
MEF2C,RXRG,0
MEIS2,RXRG,0
NEUROD2,RXRG,0
NEUROD6,RXRG,0
NFIA,RXRG,0
NFIB,RXRG,0
NR2E1,RXRG,0
NR4A2,RXRG,0
PHF21A,RXRG,0
POU2F1,RXRG,0
POU3F1,RXRG,0
POU3F2,RXRG,0
RFX2,RXRG,0
SATB2,RXRG,0
SOX2,RXRG,0
SOX5,RXRG,0
SOX6,RXRG,0
SOX9,RXRG,0
TBR1,RXRG,0
TCF12,RXRG,0
TCF3,RXRG,0
TCF7L1,RXRG,0
TFAP2C,RXRG,0
VEZF1,RXRG,0
ZBTB18,RXRG,0
ZBTB20,RXRG,0
ZNF148,RXRG,0
ZNF219,RXRG,0
ZNF281,RXRG,0
ZNF441,RXRG,0
ARX,RYR2,0
ASCL1,RYR2,0
ATF7,RYR2,0
BHLHE22,RYR2,0
CTCF,RYR2,0
DEAF1,RYR2,0
E2F1,RYR2,0
EMX1,RYR2,0
FOS,RYR2,0
JUN,RYR2,0
KAT7,RYR2,0
KLF10,RYR2,0
KLF11,RYR2,0
KLF3,RYR2,0
MEF2C,RYR2,0
MEIS2,RYR2,0
NEUROD2,RYR2,0
NEUROD6,RYR2,0
NFIA,RYR2,0
NFIB,RYR2,0
NR2E1,RYR2,0
NR4A2,RYR2,0
PHF21A,RYR2,1
POU2F1,RYR2,0
POU3F1,RYR2,0
POU3F2,RYR2,0
RFX2,RYR2,0
SATB2,RYR2,0
SOX2,RYR2,0
SOX5,RYR2,0
SOX6,RYR2,0
SOX9,RYR2,0
TBR1,RYR2,0
TCF12,RYR2,0
TCF3,RYR2,0
TCF7L1,RYR2,0
TFAP2C,RYR2,0
VEZF1,RYR2,0
ZBTB18,RYR2,0
ZBTB20,RYR2,0
ZNF148,RYR2,0
ZNF219,RYR2,0
ZNF281,RYR2,0
ZNF441,RYR2,0
ARX,S100A10,0
ASCL1,S100A10,0
ATF7,S100A10,1
BHLHE22,S100A10,1
CTCF,S100A10,0
DEAF1,S100A10,1
E2F1,S100A10,1
EMX1,S100A10,1
FOS,S100A10,1
JUN,S100A10,0
KAT7,S100A10,0
KLF10,S100A10,1
KLF11,S100A10,1
KLF3,S100A10,1
MEF2C,S100A10,1
MEIS2,S100A10,1
NEUROD2,S100A10,1
NEUROD6,S100A10,0
NFIA,S100A10,0
NFIB,S100A10,1
NR2E1,S100A10,1
NR4A2,S100A10,1
PHF21A,S100A10,0
POU2F1,S100A10,1
POU3F1,S100A10,0
POU3F2,S100A10,1
RFX2,S100A10,1
SATB2,S100A10,1
SOX2,S100A10,1
SOX5,S100A10,1
SOX6,S100A10,1
SOX9,S100A10,1
TBR1,S100A10,1
TCF12,S100A10,0
TCF3,S100A10,0
TCF7L1,S100A10,1
TFAP2C,S100A10,1
VEZF1,S100A10,1
ZBTB18,S100A10,1
ZBTB20,S100A10,1
ZNF148,S100A10,0
ZNF219,S100A10,0
ZNF281,S100A10,1
ZNF441,S100A10,0
ARX,S100A11,1
ASCL1,S100A11,1
ATF7,S100A11,1
BHLHE22,S100A11,1
CTCF,S100A11,1
DEAF1,S100A11,1
E2F1,S100A11,1
EMX1,S100A11,1
FOS,S100A11,1
JUN,S100A11,1
KAT7,S100A11,1
KLF10,S100A11,1
KLF11,S100A11,1
KLF3,S100A11,1
MEF2C,S100A11,1
MEIS2,S100A11,1
NEUROD2,S100A11,0
NEUROD6,S100A11,1
NFIA,S100A11,1
NFIB,S100A11,1
NR2E1,S100A11,1
NR4A2,S100A11,1
PHF21A,S100A11,0
POU2F1,S100A11,1
POU3F1,S100A11,0
POU3F2,S100A11,1
RFX2,S100A11,1
SATB2,S100A11,1
SOX2,S100A11,1
SOX5,S100A11,1
SOX6,S100A11,1
SOX9,S100A11,1
TBR1,S100A11,1
TCF12,S100A11,0
TCF3,S100A11,1
TCF7L1,S100A11,1
TFAP2C,S100A11,1
VEZF1,S100A11,1
ZBTB18,S100A11,1
ZBTB20,S100A11,1
ZNF148,S100A11,0
ZNF219,S100A11,1
ZNF281,S100A11,1
ZNF441,S100A11,1
ARX,S100A13,0
ASCL1,S100A13,0
ATF7,S100A13,1
BHLHE22,S100A13,0
CTCF,S100A13,0
DEAF1,S100A13,0
E2F1,S100A13,0
EMX1,S100A13,1
FOS,S100A13,0
JUN,S100A13,1
KAT7,S100A13,0
KLF10,S100A13,0
KLF11,S100A13,0
KLF3,S100A13,0
MEF2C,S100A13,0
MEIS2,S100A13,0
NEUROD2,S100A13,0
NEUROD6,S100A13,0
NFIA,S100A13,0
NFIB,S100A13,1
NR2E1,S100A13,1
NR4A2,S100A13,1
PHF21A,S100A13,0
POU2F1,S100A13,0
POU3F1,S100A13,0
POU3F2,S100A13,0
RFX2,S100A13,1
SATB2,S100A13,0
SOX2,S100A13,0
SOX5,S100A13,0
SOX6,S100A13,0
SOX9,S100A13,0
TBR1,S100A13,0
TCF12,S100A13,0
TCF3,S100A13,0
TCF7L1,S100A13,1
TFAP2C,S100A13,0
VEZF1,S100A13,1
ZBTB18,S100A13,1
ZBTB20,S100A13,0
ZNF148,S100A13,0
ZNF219,S100A13,1
ZNF281,S100A13,0
ZNF441,S100A13,0
ARX,S100A14,0
ASCL1,S100A14,0
ATF7,S100A14,0
BHLHE22,S100A14,0
CTCF,S100A14,0
DEAF1,S100A14,0
E2F1,S100A14,0
EMX1,S100A14,0
FOS,S100A14,0
JUN,S100A14,0
KAT7,S100A14,0
KLF10,S100A14,0
KLF11,S100A14,0
KLF3,S100A14,0
MEF2C,S100A14,0
MEIS2,S100A14,0
NEUROD2,S100A14,0
NEUROD6,S100A14,0
NFIA,S100A14,0
