tf,target,truth
KLF11,CSRP2,0
KLF3,CSRP2,0
MEF2C,CSRP2,0
MEIS2,CSRP2,0
NEUROD2,CSRP2,1
NEUROD6,CSRP2,0
NFIA,CSRP2,1
NFIB,CSRP2,0
NR2E1,CSRP2,1
NR4A2,CSRP2,0
PHF21A,CSRP2,1
POU2F1,CSRP2,0
POU3F1,CSRP2,0
POU3F2,CSRP2,0
RFX2,CSRP2,0
SATB2,CSRP2,0
SOX2,CSRP2,0
SOX5,CSRP2,0
SOX6,CSRP2,0
SOX9,CSRP2,0
TBR1,CSRP2,0
TCF12,CSRP2,0
TCF3,CSRP2,0
TCF7L1,CSRP2,0
TFAP2C,CSRP2,0
VEZF1,CSRP2,1
ZBTB18,CSRP2,0
ZBTB20,CSRP2,0
ZNF148,CSRP2,0
ZNF219,CSRP2,0
ZNF281,CSRP2,0
ZNF441,CSRP2,1
ARX,CST2,0
ASCL1,CST2,0
ATF7,CST2,0
BHLHE22,CST2,0
CTCF,CST2,0
DEAF1,CST2,0
E2F1,CST2,0
EMX1,CST2,0
FOS,CST2,0
JUN,CST2,0
KAT7,CST2,0
KLF10,CST2,0
KLF11,CST2,0
KLF3,CST2,0
MEF2C,CST2,0
MEIS2,CST2,0
NEUROD2,CST2,0
NEUROD6,CST2,0
NFIA,CST2,0
NFIB,CST2,0
NR2E1,CST2,0
NR4A2,CST2,0
PHF21A,CST2,0
POU2F1,CST2,0
POU3F1,CST2,0
POU3F2,CST2,0
RFX2,CST2,0
SATB2,CST2,0
SOX2,CST2,0
SOX5,CST2,0
SOX6,CST2,0
SOX9,CST2,0
TBR1,CST2,0
TCF12,CST2,0
TCF3,CST2,0
TCF7L1,CST2,0
TFAP2C,CST2,0
VEZF1,CST2,0
ZBTB18,CST2,0
ZBTB20,CST2,0
ZNF148,CST2,0
ZNF219,CST2,0
ZNF281,CST2,0
ZNF441,CST2,0
ARX,CST3,1
ASCL1,CST3,1
ATF7,CST3,1
BHLHE22,CST3,1
CTCF,CST3,1
DEAF1,CST3,1
E2F1,CST3,1
EMX1,CST3,1
FOS,CST3,1
JUN,CST3,1
KAT7,CST3,1
KLF10,CST3,1
KLF11,CST3,1
KLF3,CST3,1
MEF2C,CST3,1
MEIS2,CST3,1
NEUROD2,CST3,1
NEUROD6,CST3,1
NFIA,CST3,1
NFIB,CST3,1
NR2E1,CST3,1
NR4A2,CST3,1
PHF21A,CST3,1
POU2F1,CST3,1
POU3F1,CST3,1
POU3F2,CST3,1
RFX2,CST3,1
SATB2,CST3,1
SOX2,CST3,1
SOX5,CST3,1
SOX6,CST3,1
SOX9,CST3,1
TBR1,CST3,1
TCF12,CST3,1
TCF3,CST3,1
TCF7L1,CST3,1
TFAP2C,CST3,1
VEZF1,CST3,1
ZBTB18,CST3,1
ZBTB20,CST3,1
ZNF148,CST3,1
ZNF219,CST3,1
ZNF281,CST3,1
ZNF441,CST3,1
ARX,CSTB,1
ASCL1,CSTB,1
ATF7,CSTB,1
BHLHE22,CSTB,1
CTCF,CSTB,1
DEAF1,CSTB,1
E2F1,CSTB,1
EMX1,CSTB,1
FOS,CSTB,1
JUN,CSTB,1
KAT7,CSTB,1
KLF10,CSTB,1
KLF11,CSTB,1
KLF3,CSTB,1
MEF2C,CSTB,1
MEIS2,CSTB,1
NEUROD2,CSTB,1
NEUROD6,CSTB,1
NFIA,CSTB,1
NFIB,CSTB,1
NR2E1,CSTB,1
NR4A2,CSTB,1
PHF21A,CSTB,0
POU2F1,CSTB,1
POU3F1,CSTB,0
POU3F2,CSTB,1
RFX2,CSTB,1
SATB2,CSTB,1
SOX2,CSTB,1
SOX5,CSTB,1
SOX6,CSTB,1
SOX9,CSTB,0
TBR1,CSTB,1
TCF12,CSTB,0
TCF3,CSTB,1
TCF7L1,CSTB,1
TFAP2C,CSTB,1
VEZF1,CSTB,1
ZBTB18,CSTB,1
ZBTB20,CSTB,1
ZNF148,CSTB,1
ZNF219,CSTB,1
ZNF281,CSTB,1
ZNF441,CSTB,1
ARX,CTCF,0
ASCL1,CTCF,0
ATF7,CTCF,0
BHLHE22,CTCF,0
CTCF,CTCF,1
DEAF1,CTCF,0
E2F1,CTCF,0
EMX1,CTCF,0
FOS,CTCF,0
JUN,CTCF,0
KAT7,CTCF,0
KLF10,CTCF,0
KLF11,CTCF,0
KLF3,CTCF,0
MEF2C,CTCF,0
MEIS2,CTCF,0
NEUROD2,CTCF,0
NEUROD6,CTCF,0
NFIA,CTCF,0
NFIB,CTCF,0
NR2E1,CTCF,0
NR4A2,CTCF,0
PHF21A,CTCF,0
POU2F1,CTCF,0
POU3F1,CTCF,0
POU3F2,CTCF,0
RFX2,CTCF,0
SATB2,CTCF,0
SOX2,CTCF,0
SOX5,CTCF,0
SOX6,CTCF,0
SOX9,CTCF,0
TBR1,CTCF,0
TCF12,CTCF,0
TCF3,CTCF,0
TCF7L1,CTCF,0
TFAP2C,CTCF,0
VEZF1,CTCF,0
ZBTB18,CTCF,0
ZBTB20,CTCF,0
ZNF148,CTCF,0
ZNF219,CTCF,1
ZNF281,CTCF,0
ZNF441,CTCF,0
ARX,CTSC,1
ASCL1,CTSC,1
ATF7,CTSC,1
BHLHE22,CTSC,1
CTCF,CTSC,1
DEAF1,CTSC,1
E2F1,CTSC,1
EMX1,CTSC,1
FOS,CTSC,1
JUN,CTSC,1
KAT7,CTSC,1
KLF10,CTSC,1
KLF11,CTSC,1
KLF3,CTSC,1
MEF2C,CTSC,1
MEIS2,CTSC,1
NEUROD2,CTSC,1
NEUROD6,CTSC,1
NFIA,CTSC,1
NFIB,CTSC,1
NR2E1,CTSC,1
NR4A2,CTSC,1
PHF21A,CTSC,0
POU2F1,CTSC,1
POU3F1,CTSC,0
POU3F2,CTSC,1
RFX2,CTSC,1
SATB2,CTSC,1
SOX2,CTSC,1
SOX5,CTSC,1
SOX6,CTSC,1
SOX9,CTSC,1
TBR1,CTSC,1
TCF12,CTSC,0
TCF3,CTSC,1
TCF7L1,CTSC,1
TFAP2C,CTSC,1
VEZF1,CTSC,1
ZBTB18,CTSC,1
ZBTB20,CTSC,1
ZNF148,CTSC,1
ZNF219,CTSC,1
ZNF281,CTSC,1
ZNF441,CTSC,1
ARX,CTSK,0
ASCL1,CTSK,0
ATF7,CTSK,0
BHLHE22,CTSK,0
CTCF,CTSK,0
DEAF1,CTSK,0
E2F1,CTSK,0
EMX1,CTSK,0
FOS,CTSK,0
JUN,CTSK,0
KAT7,CTSK,0
KLF10,CTSK,0
KLF11,CTSK,0
KLF3,CTSK,0
MEF2C,CTSK,1
MEIS2,CTSK,0
NEUROD2,CTSK,0
NEUROD6,CTSK,1
NFIA,CTSK,0
NFIB,CTSK,0
NR2E1,CTSK,0
NR4A2,CTSK,0
PHF21A,CTSK,0
POU2F1,CTSK,0
POU3F1,CTSK,0
POU3F2,CTSK,0
RFX2,CTSK,0
SATB2,CTSK,0
SOX2,CTSK,0
SOX5,CTSK,0
SOX6,CTSK,0
SOX9,CTSK,0
TBR1,CTSK,0
TCF12,CTSK,0
TCF3,CTSK,0
TCF7L1,CTSK,0
TFAP2C,CTSK,0
VEZF1,CTSK,0
ZBTB18,CTSK,0
ZBTB20,CTSK,0
ZNF148,CTSK,0
ZNF219,CTSK,1
ZNF281,CTSK,0
ZNF441,CTSK,0
ARX,CTSL,0
ASCL1,CTSL,0
ATF7,CTSL,1
BHLHE22,CTSL,1
CTCF,CTSL,1
DEAF1,CTSL,1
E2F1,CTSL,0
EMX1,CTSL,1
FOS,CTSL,1
JUN,CTSL,0
KAT7,CTSL,0
KLF10,CTSL,0
KLF11,CTSL,0
KLF3,CTSL,0
MEF2C,CTSL,1
MEIS2,CTSL,1
NEUROD2,CTSL,0
NEUROD6,CTSL,1
NFIA,CTSL,1
NFIB,CTSL,0
NR2E1,CTSL,1
NR4A2,CTSL,1
PHF21A,CTSL,0
POU2F1,CTSL,1
POU3F1,CTSL,0
POU3F2,CTSL,1
RFX2,CTSL,1
SATB2,CTSL,1
SOX2,CTSL,1
SOX5,CTSL,1
SOX6,CTSL,0
SOX9,CTSL,0
TBR1,CTSL,1
TCF12,CTSL,0
TCF3,CTSL,0
TCF7L1,CTSL,1
TFAP2C,CTSL,1
VEZF1,CTSL,1
ZBTB18,CTSL,1
ZBTB20,CTSL,1
ZNF148,CTSL,1
ZNF219,CTSL,1
ZNF281,CTSL,0
ZNF441,CTSL,1
ARX,CTSV,0
ASCL1,CTSV,0
ATF7,CTSV,0
BHLHE22,CTSV,0
CTCF,CTSV,0
DEAF1,CTSV,0
E2F1,CTSV,0
EMX1,CTSV,1
FOS,CTSV,0
JUN,CTSV,1
KAT7,CTSV,0
KLF10,CTSV,0
KLF11,CTSV,0
KLF3,CTSV,0
MEF2C,CTSV,0
MEIS2,CTSV,0
NEUROD2,CTSV,0
NEUROD6,CTSV,0
NFIA,CTSV,1
NFIB,CTSV,0
NR2E1,CTSV,0
NR4A2,CTSV,0
PHF21A,CTSV,0
POU2F1,CTSV,0
POU3F1,CTSV,0
POU3F2,CTSV,0
RFX2,CTSV,0
SATB2,CTSV,0
SOX2,CTSV,0
SOX5,CTSV,0
SOX6,CTSV,0
SOX9,CTSV,0
TBR1,CTSV,1
TCF12,CTSV,0
TCF3,CTSV,0
TCF7L1,CTSV,0
TFAP2C,CTSV,0
VEZF1,CTSV,0
ZBTB18,CTSV,0
ZBTB20,CTSV,0
ZNF148,CTSV,0
ZNF219,CTSV,1
ZNF281,CTSV,0
ZNF441,CTSV,0
ARX,CTXN3,0
ASCL1,CTXN3,0
ATF7,CTXN3,0
BHLHE22,CTXN3,0
CTCF,CTXN3,0
DEAF1,CTXN3,0
E2F1,CTXN3,0
EMX1,CTXN3,0
FOS,CTXN3,0
JUN,CTXN3,0
KAT7,CTXN3,0
KLF10,CTXN3,0
KLF11,CTXN3,0
KLF3,CTXN3,0
MEF2C,CTXN3,0
MEIS2,CTXN3,0
NEUROD2,CTXN3,0
NEUROD6,CTXN3,0
NFIA,CTXN3,0
NFIB,CTXN3,0
NR2E1,CTXN3,0
NR4A2,CTXN3,0
PHF21A,CTXN3,0
POU2F1,CTXN3,0
POU3F1,CTXN3,0
POU3F2,CTXN3,0
RFX2,CTXN3,0
SATB2,CTXN3,0
SOX2,CTXN3,0
SOX5,CTXN3,0
SOX6,CTXN3,0
SOX9,CTXN3,0
TBR1,CTXN3,0
TCF12,CTXN3,0
TCF3,CTXN3,0
TCF7L1,CTXN3,0
TFAP2C,CTXN3,0
VEZF1,CTXN3,0
ZBTB18,CTXN3,0
ZBTB20,CTXN3,0
ZNF148,CTXN3,0
ZNF219,CTXN3,0
ZNF281,CTXN3,0
ZNF441,CTXN3,0
ARX,CUX1,1
ASCL1,CUX1,0
ATF7,CUX1,1
BHLHE22,CUX1,1
CTCF,CUX1,1
DEAF1,CUX1,0
E2F1,CUX1,0
EMX1,CUX1,0
FOS,CUX1,0
JUN,CUX1,1
KAT7,CUX1,1
KLF10,CUX1,1
KLF11,CUX1,1
KLF3,CUX1,1
MEF2C,CUX1,1
MEIS2,CUX1,1
NEUROD2,CUX1,1
NEUROD6,CUX1,1
NFIA,CUX1,1
NFIB,CUX1,1
NR2E1,CUX1,1
NR4A2,CUX1,1
PHF21A,CUX1,0
POU2F1,CUX1,0
POU3F1,CUX1,0
POU3F2,CUX1,1
RFX2,CUX1,1
SATB2,CUX1,0
SOX2,CUX1,1
SOX5,CUX1,0
SOX6,CUX1,1
SOX9,CUX1,1
TBR1,CUX1,0
TCF12,CUX1,0
TCF3,CUX1,0
TCF7L1,CUX1,1
TFAP2C,CUX1,0
VEZF1,CUX1,1
ZBTB18,CUX1,1
ZBTB20,CUX1,1
ZNF148,CUX1,1
ZNF219,CUX1,1
ZNF281,CUX1,1
ZNF441,CUX1,0
ARX,CUX2,1
ASCL1,CUX2,0
ATF7,CUX2,0
BHLHE22,CUX2,0
CTCF,CUX2,0
DEAF1,CUX2,0
E2F1,CUX2,0
EMX1,CUX2,0
FOS,CUX2,0
JUN,CUX2,0
KAT7,CUX2,0
KLF10,CUX2,0
KLF11,CUX2,0
KLF3,CUX2,0
MEF2C,CUX2,0
MEIS2,CUX2,0
NEUROD2,CUX2,0
NEUROD6,CUX2,0
NFIA,CUX2,0
NFIB,CUX2,0
NR2E1,CUX2,1
NR4A2,CUX2,0
PHF21A,CUX2,0
POU2F1,CUX2,1
POU3F1,CUX2,0
POU3F2,CUX2,0
RFX2,CUX2,1
SATB2,CUX2,0
SOX2,CUX2,0
SOX5,CUX2,0
SOX6,CUX2,0
SOX9,CUX2,0
TBR1,CUX2,1
TCF12,CUX2,0
TCF3,CUX2,0
TCF7L1,CUX2,0
TFAP2C,CUX2,0
VEZF1,CUX2,0
ZBTB18,CUX2,1
ZBTB20,CUX2,0
ZNF148,CUX2,1
ZNF219,CUX2,0
ZNF281,CUX2,0
ZNF441,CUX2,1
ARX,CUZD1,0
ASCL1,CUZD1,0
ATF7,CUZD1,0
BHLHE22,CUZD1,0
CTCF,CUZD1,0
DEAF1,CUZD1,0
E2F1,CUZD1,0
EMX1,CUZD1,0
FOS,CUZD1,0
JUN,CUZD1,0
KAT7,CUZD1,0
KLF10,CUZD1,0
KLF11,CUZD1,0
KLF3,CUZD1,0
MEF2C,CUZD1,0
MEIS2,CUZD1,0
NEUROD2,CUZD1,0
NEUROD6,CUZD1,0
NFIA,CUZD1,0
NFIB,CUZD1,0
NR2E1,CUZD1,0
NR4A2,CUZD1,0
PHF21A,CUZD1,0
POU2F1,CUZD1,0
POU3F1,CUZD1,0
POU3F2,CUZD1,0
RFX2,CUZD1,0
SATB2,CUZD1,0
SOX2,CUZD1,0
SOX5,CUZD1,0
SOX6,CUZD1,0
SOX9,CUZD1,0
TBR1,CUZD1,0
TCF12,CUZD1,0
TCF3,CUZD1,0
TCF7L1,CUZD1,0
TFAP2C,CUZD1,0
VEZF1,CUZD1,0
ZBTB18,CUZD1,0
ZBTB20,CUZD1,0
ZNF148,CUZD1,0
ZNF219,CUZD1,0
ZNF281,CUZD1,0
ZNF441,CUZD1,0
ARX,CXCL12,0
ASCL1,CXCL12,0
ATF7,CXCL12,0
BHLHE22,CXCL12,0
CTCF,CXCL12,0
DEAF1,CXCL12,0
E2F1,CXCL12,0
EMX1,CXCL12,0
FOS,CXCL12,0
JUN,CXCL12,0
KAT7,CXCL12,0
KLF10,CXCL12,0
KLF11,CXCL12,0
KLF3,CXCL12,0
MEF2C,CXCL12,0
MEIS2,CXCL12,0
NEUROD2,CXCL12,0
NEUROD6,CXCL12,0
NFIA,CXCL12,0
NFIB,CXCL12,0
NR2E1,CXCL12,1
NR4A2,CXCL12,0
PHF21A,CXCL12,0
POU2F1,CXCL12,0
POU3F1,CXCL12,1
POU3F2,CXCL12,0
RFX2,CXCL12,0
SATB2,CXCL12,0
SOX2,CXCL12,0
SOX5,CXCL12,0
SOX6,CXCL12,0
SOX9,CXCL12,0
TBR1,CXCL12,0
TCF12,CXCL12,0
TCF3,CXCL12,0
TCF7L1,CXCL12,0
TFAP2C,CXCL12,0
VEZF1,CXCL12,0
ZBTB18,CXCL12,0
ZBTB20,CXCL12,0
ZNF148,CXCL12,1
ZNF219,CXCL12,0
ZNF281,CXCL12,0
ZNF441,CXCL12,0
ARX,CXCL14,1
ASCL1,CXCL14,0
ATF7,CXCL14,0
BHLHE22,CXCL14,1
CTCF,CXCL14,0
DEAF1,CXCL14,0
E2F1,CXCL14,0
EMX1,CXCL14,1
FOS,CXCL14,1
JUN,CXCL14,0
KAT7,CXCL14,0
KLF10,CXCL14,0
KLF11,CXCL14,0
KLF3,CXCL14,1
MEF2C,CXCL14,1
MEIS2,CXCL14,0
NEUROD2,CXCL14,0
NEUROD6,CXCL14,0
NFIA,CXCL14,0
NFIB,CXCL14,1
NR2E1,CXCL14,0
NR4A2,CXCL14,0
PHF21A,CXCL14,0
POU2F1,CXCL14,1
POU3F1,CXCL14,0
POU3F2,CXCL14,0
RFX2,CXCL14,1
SATB2,CXCL14,0
SOX2,CXCL14,1
SOX5,CXCL14,1
SOX6,CXCL14,0
SOX9,CXCL14,0
TBR1,CXCL14,0
TCF12,CXCL14,0
TCF3,CXCL14,0
TCF7L1,CXCL14,0
TFAP2C,CXCL14,0
VEZF1,CXCL14,1
ZBTB18,CXCL14,0
ZBTB20,CXCL14,0
ZNF148,CXCL14,0
ZNF219,CXCL14,1
ZNF281,CXCL14,0
ZNF441,CXCL14,0
ARX,CXCL3,0
ASCL1,CXCL3,0
ATF7,CXCL3,0
BHLHE22,CXCL3,0
CTCF,CXCL3,0
DEAF1,CXCL3,0
E2F1,CXCL3,0
EMX1,CXCL3,0
FOS,CXCL3,0
JUN,CXCL3,0
KAT7,CXCL3,0
KLF10,CXCL3,0
KLF11,CXCL3,0
KLF3,CXCL3,0
MEF2C,CXCL3,0
MEIS2,CXCL3,0
NEUROD2,CXCL3,0
NEUROD6,CXCL3,0
NFIA,CXCL3,0
NFIB,CXCL3,0
NR2E1,CXCL3,0
NR4A2,CXCL3,0
PHF21A,CXCL3,0
POU2F1,CXCL3,0
POU3F1,CXCL3,0
POU3F2,CXCL3,0
RFX2,CXCL3,0
SATB2,CXCL3,0
SOX2,CXCL3,0
SOX5,CXCL3,0
SOX6,CXCL3,0
SOX9,CXCL3,0
TBR1,CXCL3,0
TCF12,CXCL3,0
TCF3,CXCL3,0
TCF7L1,CXCL3,0
TFAP2C,CXCL3,0
VEZF1,CXCL3,0
ZBTB18,CXCL3,0
ZBTB20,CXCL3,0
ZNF148,CXCL3,0
ZNF219,CXCL3,0
ZNF281,CXCL3,0
ZNF441,CXCL3,0
ARX,CXCL5,0
ASCL1,CXCL5,0
ATF7,CXCL5,0
BHLHE22,CXCL5,0
CTCF,CXCL5,0
DEAF1,CXCL5,0
E2F1,CXCL5,0
EMX1,CXCL5,0
FOS,CXCL5,0
JUN,CXCL5,0
KAT7,CXCL5,0
KLF10,CXCL5,0
KLF11,CXCL5,0
KLF3,CXCL5,0
MEF2C,CXCL5,0
MEIS2,CXCL5,0
NEUROD2,CXCL5,0
NEUROD6,CXCL5,0
NFIA,CXCL5,0
NFIB,CXCL5,0
NR2E1,CXCL5,0
NR4A2,CXCL5,0
PHF21A,CXCL5,0
POU2F1,CXCL5,0
POU3F1,CXCL5,0
POU3F2,CXCL5,0
RFX2,CXCL5,0
SATB2,CXCL5,0
SOX2,CXCL5,0
SOX5,CXCL5,0
SOX6,CXCL5,0
SOX9,CXCL5,0
TBR1,CXCL5,0
TCF12,CXCL5,0
TCF3,CXCL5,0
TCF7L1,CXCL5,0
TFAP2C,CXCL5,0
VEZF1,CXCL5,0
ZBTB18,CXCL5,0
ZBTB20,CXCL5,0
ZNF148,CXCL5,0
ZNF219,CXCL5,0
ZNF281,CXCL5,0
ZNF441,CXCL5,0
ARX,CXCL8,0
ASCL1,CXCL8,0
ATF7,CXCL8,0
BHLHE22,CXCL8,0
CTCF,CXCL8,0
DEAF1,CXCL8,0
E2F1,CXCL8,0
EMX1,CXCL8,0
FOS,CXCL8,0
JUN,CXCL8,0
KAT7,CXCL8,0
KLF10,CXCL8,0
KLF11,CXCL8,0
KLF3,CXCL8,0
MEF2C,CXCL8,0
MEIS2,CXCL8,0
NEUROD2,CXCL8,0
NEUROD6,CXCL8,0
NFIA,CXCL8,0
NFIB,CXCL8,0
NR2E1,CXCL8,0
NR4A2,CXCL8,0
PHF21A,CXCL8,0
POU2F1,CXCL8,0
POU3F1,CXCL8,0
POU3F2,CXCL8,0
RFX2,CXCL8,0
SATB2,CXCL8,0
SOX2,CXCL8,0
SOX5,CXCL8,0
SOX6,CXCL8,0
SOX9,CXCL8,0
TBR1,CXCL8,0
TCF12,CXCL8,0
TCF3,CXCL8,0
TCF7L1,CXCL8,0
TFAP2C,CXCL8,0
VEZF1,CXCL8,0
ZBTB18,CXCL8,0
ZBTB20,CXCL8,0
ZNF148,CXCL8,0
ZNF219,CXCL8,0
ZNF281,CXCL8,0
ZNF441,CXCL8,0
ARX,CXCR4,1
ASCL1,CXCR4,0
ATF7,CXCR4,0
BHLHE22,CXCR4,0
CTCF,CXCR4,1
DEAF1,CXCR4,0
E2F1,CXCR4,0
EMX1,CXCR4,0
FOS,CXCR4,0
JUN,CXCR4,0
KAT7,CXCR4,0
KLF10,CXCR4,0
KLF11,CXCR4,0
KLF3,CXCR4,0
MEF2C,CXCR4,0
MEIS2,CXCR4,0
NEUROD2,CXCR4,0
NEUROD6,CXCR4,0
NFIA,CXCR4,0
NFIB,CXCR4,0
NR2E1,CXCR4,1
NR4A2,CXCR4,0
PHF21A,CXCR4,0
POU2F1,CXCR4,1
POU3F1,CXCR4,0
POU3F2,CXCR4,0
RFX2,CXCR4,0
SATB2,CXCR4,0
SOX2,CXCR4,0
SOX5,CXCR4,0
SOX6,CXCR4,0
SOX9,CXCR4,0
TBR1,CXCR4,0
TCF12,CXCR4,1
TCF3,CXCR4,0
TCF7L1,CXCR4,0
TFAP2C,CXCR4,0
VEZF1,CXCR4,0
ZBTB18,CXCR4,0
ZBTB20,CXCR4,0
ZNF148,CXCR4,1
ZNF219,CXCR4,1
ZNF281,CXCR4,1
ZNF441,CXCR4,0
ARX,CXXC5,1
ASCL1,CXXC5,0
ATF7,CXXC5,1
BHLHE22,CXXC5,1
CTCF,CXXC5,0
DEAF1,CXXC5,1
E2F1,CXXC5,0
EMX1,CXXC5,0
FOS,CXXC5,0
JUN,CXXC5,1
KAT7,CXXC5,1
KLF10,CXXC5,0
KLF11,CXXC5,1
KLF3,CXXC5,1
MEF2C,CXXC5,1
MEIS2,CXXC5,1
NEUROD2,CXXC5,0
NEUROD6,CXXC5,0
NFIA,CXXC5,1
NFIB,CXXC5,0
NR2E1,CXXC5,1
NR4A2,CXXC5,1
PHF21A,CXXC5,0
POU2F1,CXXC5,1
POU3F1,CXXC5,0
POU3F2,CXXC5,0
RFX2,CXXC5,1
SATB2,CXXC5,0
SOX2,CXXC5,0
SOX5,CXXC5,0
SOX6,CXXC5,1
SOX9,CXXC5,0
TBR1,CXXC5,0
TCF12,CXXC5,0
TCF3,CXXC5,0
TCF7L1,CXXC5,0
TFAP2C,CXXC5,0
VEZF1,CXXC5,1
ZBTB18,CXXC5,0
ZBTB20,CXXC5,0
ZNF148,CXXC5,1
ZNF219,CXXC5,1
ZNF281,CXXC5,1
ZNF441,CXXC5,0
ARX,CYBA,0
ASCL1,CYBA,0
ATF7,CYBA,0
BHLHE22,CYBA,0
CTCF,CYBA,0
DEAF1,CYBA,0
E2F1,CYBA,0
EMX1,CYBA,0
FOS,CYBA,0
JUN,CYBA,0
KAT7,CYBA,0
KLF10,CYBA,0
KLF11,CYBA,0
KLF3,CYBA,0
MEF2C,CYBA,0
MEIS2,CYBA,0
NEUROD2,CYBA,0
NEUROD6,CYBA,0
NFIA,CYBA,0
NFIB,CYBA,0
NR2E1,CYBA,0
NR4A2,CYBA,0
PHF21A,CYBA,0
POU2F1,CYBA,0
POU3F1,CYBA,0
POU3F2,CYBA,0
RFX2,CYBA,0
SATB2,CYBA,0
SOX2,CYBA,0
SOX5,CYBA,0
SOX6,CYBA,0
SOX9,CYBA,0
TBR1,CYBA,0
TCF12,CYBA,0
TCF3,CYBA,0
TCF7L1,CYBA,0
TFAP2C,CYBA,0
VEZF1,CYBA,0
ZBTB18,CYBA,0
ZBTB20,CYBA,0
ZNF148,CYBA,0
ZNF219,CYBA,0
ZNF281,CYBA,0
ZNF441,CYBA,0
ARX,CYCS,1
ASCL1,CYCS,0
ATF7,CYCS,1
BHLHE22,CYCS,1
CTCF,CYCS,1
DEAF1,CYCS,1
E2F1,CYCS,0
EMX1,CYCS,1
FOS,CYCS,1
JUN,CYCS,1
KAT7,CYCS,0
KLF10,CYCS,0
KLF11,CYCS,1
KLF3,CYCS,1
MEF2C,CYCS,1
MEIS2,CYCS,1
NEUROD2,CYCS,0
NEUROD6,CYCS,1
NFIA,CYCS,0
NFIB,CYCS,1
NR2E1,CYCS,1
NR4A2,CYCS,1
PHF21A,CYCS,1
POU2F1,CYCS,1
POU3F1,CYCS,0
POU3F2,CYCS,0
RFX2,CYCS,1
SATB2,CYCS,1
SOX2,CYCS,1
SOX5,CYCS,1
SOX6,CYCS,1
SOX9,CYCS,1
TBR1,CYCS,1
TCF12,CYCS,0
TCF3,CYCS,0
TCF7L1,CYCS,1
TFAP2C,CYCS,1
VEZF1,CYCS,1
ZBTB18,CYCS,0
ZBTB20,CYCS,0
ZNF148,CYCS,0
ZNF219,CYCS,1
ZNF281,CYCS,0
ZNF441,CYCS,1
ARX,CYP1B1,0
ASCL1,CYP1B1,0
ATF7,CYP1B1,0
BHLHE22,CYP1B1,0
CTCF,CYP1B1,0
DEAF1,CYP1B1,0
E2F1,CYP1B1,0
EMX1,CYP1B1,0
FOS,CYP1B1,0
JUN,CYP1B1,0
KAT7,CYP1B1,0
KLF10,CYP1B1,0
KLF11,CYP1B1,0
KLF3,CYP1B1,0
MEF2C,CYP1B1,0
MEIS2,CYP1B1,0
NEUROD2,CYP1B1,0
NEUROD6,CYP1B1,0
NFIA,CYP1B1,0
NFIB,CYP1B1,0
NR2E1,CYP1B1,0
NR4A2,CYP1B1,0
PHF21A,CYP1B1,0
POU2F1,CYP1B1,0
POU3F1,CYP1B1,0
POU3F2,CYP1B1,0
RFX2,CYP1B1,0
SATB2,CYP1B1,0
SOX2,CYP1B1,0
SOX5,CYP1B1,0
SOX6,CYP1B1,0
SOX9,CYP1B1,0
TBR1,CYP1B1,0
TCF12,CYP1B1,1
TCF3,CYP1B1,0
TCF7L1,CYP1B1,0
TFAP2C,CYP1B1,0
VEZF1,CYP1B1,0
ZBTB18,CYP1B1,0
ZBTB20,CYP1B1,0
ZNF148,CYP1B1,0
ZNF219,CYP1B1,0
ZNF281,CYP1B1,0
ZNF441,CYP1B1,0
ARX,CYP26A1,0
ASCL1,CYP26A1,0
ATF7,CYP26A1,0
BHLHE22,CYP26A1,0
CTCF,CYP26A1,0
DEAF1,CYP26A1,0
E2F1,CYP26A1,0
EMX1,CYP26A1,0
FOS,CYP26A1,0
JUN,CYP26A1,0
KAT7,CYP26A1,0
KLF10,CYP26A1,0
KLF11,CYP26A1,0
KLF3,CYP26A1,0
MEF2C,CYP26A1,0
MEIS2,CYP26A1,0
NEUROD2,CYP26A1,0
NEUROD6,CYP26A1,0
NFIA,CYP26A1,0
NFIB,CYP26A1,0
NR2E1,CYP26A1,0
NR4A2,CYP26A1,0
PHF21A,CYP26A1,0
POU2F1,CYP26A1,0
POU3F1,CYP26A1,0
POU3F2,CYP26A1,0
RFX2,CYP26A1,0
SATB2,CYP26A1,0
SOX2,CYP26A1,0
SOX5,CYP26A1,0
SOX6,CYP26A1,0
SOX9,CYP26A1,0
TBR1,CYP26A1,0
TCF12,CYP26A1,0
TCF3,CYP26A1,0
TCF7L1,CYP26A1,0
TFAP2C,CYP26A1,0
VEZF1,CYP26A1,0
ZBTB18,CYP26A1,0
ZBTB20,CYP26A1,0
ZNF148,CYP26A1,0
ZNF219,CYP26A1,0
ZNF281,CYP26A1,0
ZNF441,CYP26A1,0
ARX,CYP26B1,0
ASCL1,CYP26B1,0
ATF7,CYP26B1,0
BHLHE22,CYP26B1,0
CTCF,CYP26B1,0
DEAF1,CYP26B1,0
E2F1,CYP26B1,0
EMX1,CYP26B1,0
FOS,CYP26B1,0
JUN,CYP26B1,0
KAT7,CYP26B1,0
KLF10,CYP26B1,0
KLF11,CYP26B1,0
KLF3,CYP26B1,0
MEF2C,CYP26B1,0
MEIS2,CYP26B1,0
NEUROD2,CYP26B1,0
NEUROD6,CYP26B1,0
NFIA,CYP26B1,0
NFIB,CYP26B1,0
NR2E1,CYP26B1,0
NR4A2,CYP26B1,0
