tf,target
MEIS2,FAM107A
NEUROD2,FAM107A
NEUROD6,FAM107A
NFIA,FAM107A
NFIB,FAM107A
NR2E1,FAM107A
NR4A2,FAM107A
PHF21A,FAM107A
POU2F1,FAM107A
POU3F2,FAM107A
RFX2,FAM107A
SATB2,FAM107A
SOX2,FAM107A
SOX5,FAM107A
SOX6,FAM107A
SOX9,FAM107A
TBR1,FAM107A
TCF12,FAM107A
TCF3,FAM107A
TCF7L1,FAM107A
TFAP2C,FAM107A
VEZF1,FAM107A
ZBTB18,FAM107A
ZBTB20,FAM107A
ZNF148,FAM107A
ZNF219,FAM107A
ZNF281,FAM107A
ZNF441,FAM107A
ARX,FAM111A
E2F1,FAM111A
JUN,FAM111A
KAT7,FAM111A
MEF2C,FAM111A
MEIS2,FAM111A
NEUROD2,FAM111A
NR2E1,FAM111A
POU2F1,FAM111A
SOX2,FAM111A
TCF7L1,FAM111A
TFAP2C,FAM111A
ZNF148,FAM111A
ZNF219,FAM111A
ZNF281,FAM111A
ARX,FAM111B
CTCF,FAM111B
NR2E1,FAM111B
SOX2,FAM111B
SOX9,FAM111B
ZNF148,FAM111B
ZNF219,FAM111B
ATF7,FAM162A
BHLHE22,FAM162A
CTCF,FAM162A
EMX1,FAM162A
JUN,FAM162A
KAT7,FAM162A
KLF10,FAM162A
KLF11,FAM162A
KLF3,FAM162A
MEF2C,FAM162A
NFIB,FAM162A
NR2E1,FAM162A
NR4A2,FAM162A
POU2F1,FAM162A
POU3F2,FAM162A
RFX2,FAM162A
SOX2,FAM162A
SOX5,FAM162A
SOX9,FAM162A
TBR1,FAM162A
TCF7L1,FAM162A
VEZF1,FAM162A
ZBTB18,FAM162A
ZBTB20,FAM162A
ZNF148,FAM162A
ZNF281,FAM162A
ZNF441,FAM162A
JUN,FAM181A
ARX,FAM181B
ASCL1,FAM181B
ATF7,FAM181B
BHLHE22,FAM181B
CTCF,FAM181B
DEAF1,FAM181B
E2F1,FAM181B
EMX1,FAM181B
FOS,FAM181B
JUN,FAM181B
KAT7,FAM181B
KLF10,FAM181B
KLF11,FAM181B
KLF3,FAM181B
MEF2C,FAM181B
MEIS2,FAM181B
NEUROD2,FAM181B
NEUROD6,FAM181B
NFIA,FAM181B
NFIB,FAM181B
NR2E1,FAM181B
NR4A2,FAM181B
PHF21A,FAM181B
POU2F1,FAM181B
POU3F1,FAM181B
POU3F2,FAM181B
RFX2,FAM181B
SATB2,FAM181B
SOX2,FAM181B
SOX5,FAM181B
SOX6,FAM181B
SOX9,FAM181B
TBR1,FAM181B
TCF12,FAM181B
TCF3,FAM181B
TCF7L1,FAM181B
TFAP2C,FAM181B
VEZF1,FAM181B
ZBTB18,FAM181B
ZBTB20,FAM181B
ZNF148,FAM181B
ZNF219,FAM181B
ZNF281,FAM181B
ZNF441,FAM181B
ARX,FAM184A
KLF11,FAM184A
KLF3,FAM184A
MEF2C,FAM184A
MEIS2,FAM184A
NEUROD2,FAM184A
NEUROD6,FAM184A
RFX2,FAM184A
TCF12,FAM184A
TCF3,FAM184A
VEZF1,FAM184A
ZBTB18,FAM184A
ZBTB20,FAM184A
ZNF219,FAM184A
ZNF441,FAM184A
ARX,FAM210B
MEF2C,FAM210B
POU3F1,FAM210B
POU3F2,FAM210B
SOX9,FAM210B
VEZF1,FAM210B
ZBTB20,FAM210B
ZNF281,FAM210B
ARX,FAM83D
E2F1,FAM83D
MEF2C,FAM83D
MEIS2,FAM83D
NEUROD2,FAM83D
NR2E1,FAM83D
SOX2,FAM83D
TCF7L1,FAM83D
TFAP2C,FAM83D
ZBTB20,FAM83D
ZNF219,FAM83D
ARX,FANCD2
ASCL1,FANCD2
BHLHE22,FANCD2
CTCF,FANCD2
DEAF1,FANCD2
E2F1,FANCD2
JUN,FANCD2
KLF10,FANCD2
KLF11,FANCD2
MEF2C,FANCD2
NEUROD2,FANCD2
NFIA,FANCD2
NFIB,FANCD2
NR2E1,FANCD2
POU2F1,FANCD2
RFX2,FANCD2
SOX2,FANCD2
SOX9,FANCD2
TCF12,FANCD2
TCF3,FANCD2
TCF7L1,FANCD2
ZBTB18,FANCD2
ZBTB20,FANCD2
ZNF148,FANCD2
ZNF219,FANCD2
ZNF281,FANCD2
ZNF441,FANCD2
ARX,FANCI
ATF7,FANCI
BHLHE22,FANCI
CTCF,FANCI
DEAF1,FANCI
E2F1,FANCI
EMX1,FANCI
FOS,FANCI
JUN,FANCI
KAT7,FANCI
KLF10,FANCI
KLF11,FANCI
KLF3,FANCI
MEF2C,FANCI
MEIS2,FANCI
NEUROD2,FANCI
NEUROD6,FANCI
NFIA,FANCI
NFIB,FANCI
NR2E1,FANCI
NR4A2,FANCI
PHF21A,FANCI
POU2F1,FANCI
POU3F2,FANCI
RFX2,FANCI
SOX2,FANCI
SOX5,FANCI
SOX6,FANCI
SOX9,FANCI
TBR1,FANCI
TCF12,FANCI
TCF3,FANCI
TCF7L1,FANCI
TFAP2C,FANCI
VEZF1,FANCI
ZBTB18,FANCI
ZBTB20,FANCI
ZNF148,FANCI
ZNF219,FANCI
ZNF281,FANCI
ZNF441,FANCI
ARX,FAP
TBR1,FAP
ZNF281,FAP
ARX,FASN
ASCL1,FASN
ATF7,FASN
BHLHE22,FASN
CTCF,FASN
DEAF1,FASN
E2F1,FASN
EMX1,FASN
FOS,FASN
JUN,FASN
KAT7,FASN
KLF10,FASN
KLF11,FASN
KLF3,FASN
MEF2C,FASN
MEIS2,FASN
NEUROD2,FASN
NEUROD6,FASN
NFIA,FASN
NFIB,FASN
NR2E1,FASN
NR4A2,FASN
PHF21A,FASN
POU2F1,FASN
POU3F2,FASN
RFX2,FASN
SATB2,FASN
SOX2,FASN
SOX5,FASN
SOX6,FASN
SOX9,FASN
TBR1,FASN
TCF12,FASN
TCF3,FASN
TCF7L1,FASN
TFAP2C,FASN
VEZF1,FASN
ZBTB18,FASN
ZBTB20,FASN
ZNF148,FASN
ZNF219,FASN
ZNF281,FASN
ZNF441,FASN
ARX,FAT3
ASCL1,FAT3
ATF7,FAT3
BHLHE22,FAT3
CTCF,FAT3
DEAF1,FAT3
E2F1,FAT3
EMX1,FAT3
FOS,FAT3
JUN,FAT3
KAT7,FAT3
KLF10,FAT3
KLF11,FAT3
KLF3,FAT3
MEF2C,FAT3
MEIS2,FAT3
NEUROD2,FAT3
NEUROD6,FAT3
NFIA,FAT3
NFIB,FAT3
NR2E1,FAT3
NR4A2,FAT3
PHF21A,FAT3
POU2F1,FAT3
POU3F1,FAT3
POU3F2,FAT3
RFX2,FAT3
SATB2,FAT3
SOX2,FAT3
SOX5,FAT3
SOX6,FAT3
SOX9,FAT3
TBR1,FAT3
TCF12,FAT3
TCF3,FAT3
TCF7L1,FAT3
TFAP2C,FAT3
VEZF1,FAT3
ZBTB18,FAT3
ZBTB20,FAT3
ZNF148,FAT3
ZNF219,FAT3
ZNF281,FAT3
ZNF441,FAT3
ARX,FBLN1
SOX2,FBLN1
TBR1,FBLN1
ZNF219,FBLN1
ARX,FBLN2
BHLHE22,FBLN2
E2F1,FBLN2
EMX1,FBLN2
FOS,FBLN2
JUN,FBLN2
KAT7,FBLN2
MEIS2,FBLN2
NEUROD6,FBLN2
NFIA,FBLN2
NFIB,FBLN2
POU2F1,FBLN2
POU3F2,FBLN2
RFX2,FBLN2
SOX5,FBLN2
SOX6,FBLN2
SOX9,FBLN2
TBR1,FBLN2
TCF12,FBLN2
TCF7L1,FBLN2
ZBTB18,FBLN2
ZBTB20,FBLN2
ZNF219,FBLN2
ARX,FBN1
ATF7,FBN1
BHLHE22,FBN1
CTCF,FBN1
DEAF1,FBN1
E2F1,FBN1
EMX1,FBN1
JUN,FBN1
KAT7,FBN1
KLF10,FBN1
KLF11,FBN1
MEF2C,FBN1
MEIS2,FBN1
NFIB,FBN1
NR2E1,FBN1
NR4A2,FBN1
POU2F1,FBN1
POU3F2,FBN1
RFX2,FBN1
SOX5,FBN1
SOX6,FBN1
TBR1,FBN1
TCF12,FBN1
TCF7L1,FBN1
TFAP2C,FBN1
VEZF1,FBN1
ZBTB18,FBN1
ZBTB20,FBN1
ZNF148,FBN1
ZNF219,FBN1
ZNF281,FBN1
ZNF441,FBN1
ARX,FBN2
ASCL1,FBN2
ATF7,FBN2
BHLHE22,FBN2
CTCF,FBN2
DEAF1,FBN2
E2F1,FBN2
EMX1,FBN2
FOS,FBN2
JUN,FBN2
KAT7,FBN2
KLF10,FBN2
KLF11,FBN2
KLF3,FBN2
MEF2C,FBN2
MEIS2,FBN2
NEUROD2,FBN2
NEUROD6,FBN2
NFIB,FBN2
NR2E1,FBN2
NR4A2,FBN2
PHF21A,FBN2
POU2F1,FBN2
POU3F2,FBN2
RFX2,FBN2
SATB2,FBN2
SOX2,FBN2
SOX5,FBN2
SOX6,FBN2
SOX9,FBN2
TBR1,FBN2
TCF12,FBN2
TCF3,FBN2
TCF7L1,FBN2
TFAP2C,FBN2
VEZF1,FBN2
ZBTB18,FBN2
ZBTB20,FBN2
ZNF148,FBN2
ZNF219,FBN2
ZNF281,FBN2
ZNF441,FBN2
PHF21A,FBXO2
ARX,FBXO32
BHLHE22,FBXO32
JUN,FBXO32
NR2E1,FBXO32
RFX2,FBXO32
TBR1,FBXO32
ZBTB18,FBXO32
ARX,FBXO5
CTCF,FBXO5
E2F1,FBXO5
MEF2C,FBXO5
MEIS2,FBXO5
NEUROD2,FBXO5
NR2E1,FBXO5
SOX2,FBXO5
SOX9,FBXO5
TBR1,FBXO5
ZBTB20,FBXO5
ZNF148,FBXO5
ZNF219,FBXO5
ARX,FCGRT
BHLHE22,FCGRT
CTCF,FCGRT
DEAF1,FCGRT
KLF10,FCGRT
KLF11,FCGRT
MEIS2,FCGRT
NEUROD6,FCGRT
NFIB,FCGRT
NR2E1,FCGRT
POU3F2,FCGRT
RFX2,FCGRT
ZBTB18,FCGRT
ZNF148,FCGRT
ZNF219,FCGRT
ZNF281,FCGRT
ASCL1,FDFT1
ATF7,FDFT1
BHLHE22,FDFT1
CTCF,FDFT1
DEAF1,FDFT1
E2F1,FDFT1
EMX1,FDFT1
FOS,FDFT1
JUN,FDFT1
KAT7,FDFT1
KLF10,FDFT1
KLF11,FDFT1
KLF3,FDFT1
MEF2C,FDFT1
MEIS2,FDFT1
NEUROD6,FDFT1
NFIA,FDFT1
NFIB,FDFT1
NR2E1,FDFT1
NR4A2,FDFT1
POU2F1,FDFT1
POU3F2,FDFT1
RFX2,FDFT1
SATB2,FDFT1
SOX2,FDFT1
SOX5,FDFT1
SOX6,FDFT1
SOX9,FDFT1
TBR1,FDFT1
TCF3,FDFT1
TCF7L1,FDFT1
TFAP2C,FDFT1
VEZF1,FDFT1
ZBTB18,FDFT1
ZBTB20,FDFT1
ZNF148,FDFT1
ZNF219,FDFT1
ZNF281,FDFT1
ZNF441,FDFT1
ARX,FDPS
ASCL1,FDPS
ATF7,FDPS
BHLHE22,FDPS
CTCF,FDPS
DEAF1,FDPS
E2F1,FDPS
EMX1,FDPS
FOS,FDPS
JUN,FDPS
KAT7,FDPS
KLF10,FDPS
KLF11,FDPS
KLF3,FDPS
MEF2C,FDPS
MEIS2,FDPS
NEUROD6,FDPS
NFIA,FDPS
NFIB,FDPS
NR2E1,FDPS
NR4A2,FDPS
PHF21A,FDPS
POU2F1,FDPS
POU3F2,FDPS
RFX2,FDPS
SATB2,FDPS
SOX2,FDPS
SOX5,FDPS
SOX6,FDPS
SOX9,FDPS
TBR1,FDPS
TCF12,FDPS
TCF3,FDPS
TCF7L1,FDPS
TFAP2C,FDPS
VEZF1,FDPS
ZBTB18,FDPS
ZBTB20,FDPS
ZNF148,FDPS
ZNF219,FDPS
ZNF281,FDPS
ZNF441,FDPS
ASCL1,FDXR
JUN,FDXR
KLF3,FDXR
MEIS2,FDXR
NR2E1,FDXR
SOX5,FDXR
ZBTB18,FDXR
ZNF148,FDXR
ARX,FEN1
ATF7,FEN1
BHLHE22,FEN1
CTCF,FEN1
DEAF1,FEN1
E2F1,FEN1
EMX1,FEN1
FOS,FEN1
JUN,FEN1
KAT7,FEN1
KLF10,FEN1
KLF11,FEN1
KLF3,FEN1
MEF2C,FEN1
MEIS2,FEN1
NEUROD2,FEN1
NFIA,FEN1
NFIB,FEN1
NR2E1,FEN1
NR4A2,FEN1
POU2F1,FEN1
POU3F1,FEN1
POU3F2,FEN1
RFX2,FEN1
SOX2,FEN1
SOX5,FEN1
SOX6,FEN1
SOX9,FEN1
TBR1,FEN1
TCF12,FEN1
TCF3,FEN1
TCF7L1,FEN1
VEZF1,FEN1
ZBTB18,FEN1
ZBTB20,FEN1
ZNF148,FEN1
ZNF219,FEN1
ZNF281,FEN1
ATF7,FERMT2
CTCF,FERMT2
MEF2C,FERMT2
NFIB,FERMT2
NR2E1,FERMT2
SOX2,FERMT2
SOX6,FERMT2
SOX9,FERMT2
TBR1,FERMT2
VEZF1,FERMT2
ZNF148,FERMT2
ZNF219,FERMT2
CTCF,FEZ1
NFIB,FEZ1
PHF21A,FEZ1
SOX9,FEZ1
VEZF1,FEZ1
ZNF219,FEZ1
CTCF,FEZF2
NEUROD6,FEZF2
VEZF1,FEZF2
BHLHE22,FGF12
E2F1,FGF12
EMX1,FGF12
KLF10,FGF12
KLF3,FGF12
MEF2C,FGF12
MEIS2,FGF12
NEUROD2,FGF12
NEUROD6,FGF12
NFIA,FGF12
NR4A2,FGF12
RFX2,FGF12
SOX5,FGF12
SOX6,FGF12
SOX9,FGF12
TBR1,FGF12
TCF7L1,FGF12
TFAP2C,FGF12
VEZF1,FGF12
ZBTB18,FGF12
ZBTB20,FGF12
ZNF441,FGF12
KAT7,FGF13
POU3F1,FGF13
SOX2,FGF13
SOX9,FGF13
ZNF148,FGF13
CTCF,FGF14
DEAF1,FGF14
E2F1,FGF14
EMX1,FGF14
JUN,FGF14
KAT7,FGF14
KLF11,FGF14
MEF2C,FGF14
NEUROD2,FGF14
NFIA,FGF14
NR4A2,FGF14
POU2F1,FGF14
POU3F1,FGF14
POU3F2,FGF14
RFX2,FGF14
SOX5,FGF14
SOX6,FGF14
SOX9,FGF14
TBR1,FGF14
TCF3,FGF14
TCF7L1,FGF14
TFAP2C,FGF14
VEZF1,FGF14
ZBTB18,FGF14
ZNF148,FGF14
ZNF281,FGF14
ZNF441,FGF14
ATF7,FGF2
BHLHE22,FGF2
CTCF,FGF2
DEAF1,FGF2
E2F1,FGF2
EMX1,FGF2
KAT7,FGF2
KLF10,FGF2
KLF11,FGF2
KLF3,FGF2
MEF2C,FGF2
MEIS2,FGF2
NEUROD2,FGF2
NFIA,FGF2
NFIB,FGF2
NR2E1,FGF2
NR4A2,FGF2
PHF21A,FGF2
POU2F1,FGF2
POU3F2,FGF2
RFX2,FGF2
SOX5,FGF2
SOX6,FGF2
TCF7L1,FGF2
TFAP2C,FGF2
VEZF1,FGF2
ZBTB18,FGF2
ZNF148,FGF2
ZNF219,FGF2
ZNF441,FGF2
ZNF148,FGF9
ZNF441,FGF9
ARX,FGFBP3
ASCL1,FGFBP3
ATF7,FGFBP3
BHLHE22,FGFBP3
CTCF,FGFBP3
DEAF1,FGFBP3
E2F1,FGFBP3
EMX1,FGFBP3
FOS,FGFBP3
JUN,FGFBP3
KAT7,FGFBP3
KLF10,FGFBP3
KLF11,FGFBP3
KLF3,FGFBP3
MEF2C,FGFBP3
MEIS2,FGFBP3
NEUROD2,FGFBP3
NEUROD6,FGFBP3
NFIA,FGFBP3
NFIB,FGFBP3
NR2E1,FGFBP3
NR4A2,FGFBP3
PHF21A,FGFBP3
POU2F1,FGFBP3
POU3F2,FGFBP3
RFX2,FGFBP3
SATB2,FGFBP3
SOX2,FGFBP3
SOX5,FGFBP3
SOX6,FGFBP3
SOX9,FGFBP3
TBR1,FGFBP3
TCF12,FGFBP3
TCF3,FGFBP3
TCF7L1,FGFBP3
TFAP2C,FGFBP3
VEZF1,FGFBP3
ZBTB18,FGFBP3
ZBTB20,FGFBP3
ZNF148,FGFBP3
ZNF219,FGFBP3
ZNF281,FGFBP3
ZNF441,FGFBP3
ARX,FGFR1
ASCL1,FGFR1
ATF7,FGFR1
BHLHE22,FGFR1
CTCF,FGFR1
DEAF1,FGFR1
E2F1,FGFR1
EMX1,FGFR1
FOS,FGFR1
JUN,FGFR1
KAT7,FGFR1
KLF10,FGFR1
KLF11,FGFR1
KLF3,FGFR1
MEF2C,FGFR1
MEIS2,FGFR1
NEUROD2,FGFR1
NEUROD6,FGFR1
NFIA,FGFR1
NFIB,FGFR1
NR2E1,FGFR1
NR4A2,FGFR1
PHF21A,FGFR1
POU2F1,FGFR1
POU3F1,FGFR1
POU3F2,FGFR1
RFX2,FGFR1
SATB2,FGFR1
SOX2,FGFR1
SOX5,FGFR1
SOX6,FGFR1
SOX9,FGFR1
TBR1,FGFR1
TCF12,FGFR1
TCF3,FGFR1
TCF7L1,FGFR1
TFAP2C,FGFR1
VEZF1,FGFR1
ZBTB18,FGFR1
ZBTB20,FGFR1
ZNF148,FGFR1
ZNF219,FGFR1
ZNF281,FGFR1
ZNF441,FGFR1
ARX,FGFR2
CTCF,FGFR2
DEAF1,FGFR2
KLF10,FGFR2
MEIS2,FGFR2
NR2E1,FGFR2
TCF12,FGFR2
ZNF148,FGFR3
ARX,FGFRL1
ATF7,FGFRL1
CTCF,FGFRL1
DEAF1,FGFRL1
EMX1,FGFRL1
FOS,FGFRL1
KAT7,FGFRL1
KLF10,FGFRL1
KLF11,FGFRL1
MEF2C,FGFRL1
NEUROD2,FGFRL1
NEUROD6,FGFRL1
NFIA,FGFRL1
NFIB,FGFRL1
NR2E1,FGFRL1
NR4A2,FGFRL1
POU2F1,FGFRL1
RFX2,FGFRL1
SATB2,FGFRL1
SOX5,FGFRL1
SOX6,FGFRL1
SOX9,FGFRL1
TBR1,FGFRL1
TCF7L1,FGFRL1
VEZF1,FGFRL1
ZBTB18,FGFRL1
ZNF148,FGFRL1
ZNF219,FGFRL1
ZNF281,FGFRL1
ATF7,FHOD3
BHLHE22,FHOD3
E2F1,FHOD3
KLF10,FHOD3
KLF11,FHOD3
KLF3,FHOD3
MEF2C,FHOD3
MEIS2,FHOD3
NEUROD6,FHOD3
NFIA,FHOD3
NFIB,FHOD3
NR2E1,FHOD3
NR4A2,FHOD3
POU2F1,FHOD3
RFX2,FHOD3
SATB2,FHOD3
SOX2,FHOD3
TCF7L1,FHOD3
TFAP2C,FHOD3
VEZF1,FHOD3
ZBTB18,FHOD3
ZBTB20,FHOD3
ZNF148,FHOD3
ZNF219,FHOD3
ZNF281,FHOD3
NR2E1,FIBIN
TCF7L1,FIBIN
ZBTB18,FIBIN
ARX,FIGN
ASCL1,FIGN
ATF7,FIGN
BHLHE22,FIGN
DEAF1,FIGN
EMX1,FIGN
KAT7,FIGN
KLF10,FIGN
KLF11,FIGN
KLF3,FIGN
MEF2C,FIGN
NEUROD6,FIGN
NFIA,FIGN
NFIB,FIGN
NR2E1,FIGN
NR4A2,FIGN
POU2F1,FIGN
POU3F2,FIGN
RFX2,FIGN
SOX5,FIGN
SOX9,FIGN
TBR1,FIGN
TCF7L1,FIGN
TFAP2C,FIGN
VEZF1,FIGN
ZBTB20,FIGN
ZNF148,FIGN
ZNF219,FIGN
BHLHE22,FILIP1
DEAF1,FILIP1
RFX2,FILIP1
ZBTB18,FILIP1
ATF7,FJX1
BHLHE22,FJX1
CTCF,FJX1
DEAF1,FJX1
EMX1,FJX1
FOS,FJX1
JUN,FJX1
KAT7,FJX1
KLF3,FJX1
MEF2C,FJX1
NFIA,FJX1
NFIB,FJX1
NR2E1,FJX1
POU2F1,FJX1
RFX2,FJX1
SATB2,FJX1
SOX2,FJX1
SOX5,FJX1
SOX9,FJX1
TBR1,FJX1
TCF3,FJX1
TCF7L1,FJX1
TFAP2C,FJX1
VEZF1,FJX1
ZBTB20,FJX1
ZNF148,FJX1
ZNF219,FJX1
ATF7,FKBP4
BHLHE22,FKBP4
E2F1,FKBP4
FOS,FKBP4
JUN,FKBP4
KLF11,FKBP4
MEF2C,FKBP4
MEIS2,FKBP4
NEUROD2,FKBP4
NFIB,FKBP4
NR2E1,FKBP4
NR4A2,FKBP4
POU2F1,FKBP4
RFX2,FKBP4
SATB2,FKBP4
SOX2,FKBP4
SOX6,FKBP4
TBR1,FKBP4
TCF3,FKBP4
TCF7L1,FKBP4
ZBTB18,FKBP4
ZNF148,FKBP4
ZNF219,FKBP4
ARX,FLNA
ASCL1,FLNA
ATF7,FLNA
BHLHE22,FLNA
CTCF,FLNA
DEAF1,FLNA
E2F1,FLNA
EMX1,FLNA
FOS,FLNA
JUN,FLNA
KAT7,FLNA
KLF10,FLNA
KLF11,FLNA
KLF3,FLNA
MEF2C,FLNA
MEIS2,FLNA
NEUROD2,FLNA
NEUROD6,FLNA
NFIA,FLNA
NFIB,FLNA
NR2E1,FLNA
NR4A2,FLNA
PHF21A,FLNA
POU2F1,FLNA
POU3F2,FLNA
RFX2,FLNA
SATB2,FLNA
SOX2,FLNA
SOX5,FLNA
SOX6,FLNA
SOX9,FLNA
TBR1,FLNA
TCF12,FLNA
TCF3,FLNA
TCF7L1,FLNA
TFAP2C,FLNA
VEZF1,FLNA
ZBTB18,FLNA
ZBTB20,FLNA
ZNF148,FLNA
ZNF219,FLNA
ZNF281,FLNA
ZNF441,FLNA
VEZF1,FLNC
ARX,FLRT2
NEUROD2,FLRT2
SOX2,FLRT2
VEZF1,FLRT2
NEUROD2,FLRT3
TFAP2C,FLRT3
ZBTB20,FLRT3
ZNF219,FLRT3
JUN,FNDC5
NR2E1,FNDC5
TCF12,FNDC5
ZNF281,FNDC5
ARX,FOS
ASCL1,FOS
CTCF,FOS
FOS,FOS
NR2E1,FOS
SOX9,FOS
TCF12,FOS
ZBTB20,FOS
ZNF281,FOS
ATF7,FOSL2
MEIS2,FOSL2
TFAP2C,FOSL2
ZNF441,FOSL2
ARX,FOXM1
E2F1,FOXM1
JUN,FOXM1
KLF11,FOXM1
MEF2C,FOXM1
MEIS2,FOXM1
NEUROD2,FOXM1
NFIA,FOXM1
NFIB,FOXM1
NR2E1,FOXM1
NR4A2,FOXM1
RFX2,FOXM1
SOX2,FOXM1
SOX9,FOXM1
TBR1,FOXM1
TCF12,FOXM1
TCF7L1,FOXM1
ZBTB18,FOXM1
ZBTB20,FOXM1
ZNF148,FOXM1
ZNF219,FOXM1
KLF11,FOXN3
SOX2,FOXN3
ARX,FOXN4
JUN,FOXN4
POU2F1,FOXN4
EMX1,FOXO1
MEF2C,FOXO1
NFIA,FOXO1
NFIB,FOXO1
NR4A2,FOXO1
POU2F1,FOXO1
RFX2,FOXO1
SOX5,FOXO1
SOX6,FOXO1
SOX9,FOXO1
TBR1,FOXO1
TCF7L1,FOXO1
VEZF1,FOXO1
ZBTB18,FOXO1
ZNF148,FOXO1
ZNF219,FOXO1
SOX2,FOXO3
ZNF219,FOXO3
ARX,FOXP1
ATF7,FOXP1
BHLHE22,FOXP1
CTCF,FOXP1
DEAF1,FOXP1
E2F1,FOXP1
EMX1,FOXP1
JUN,FOXP1
KAT7,FOXP1
KLF10,FOXP1
KLF11,FOXP1
KLF3,FOXP1
MEF2C,FOXP1
MEIS2,FOXP1
NEUROD2,FOXP1
NEUROD6,FOXP1
NFIA,FOXP1
NFIB,FOXP1
NR2E1,FOXP1
NR4A2,FOXP1
POU2F1,FOXP1
POU3F1,FOXP1
POU3F2,FOXP1
RFX2,FOXP1
SATB2,FOXP1
SOX2,FOXP1
SOX5,FOXP1
SOX6,FOXP1
SOX9,FOXP1
TBR1,FOXP1
TCF7L1,FOXP1
TFAP2C,FOXP1
VEZF1,FOXP1
ZBTB18,FOXP1
ZBTB20,FOXP1
ZNF148,FOXP1
ZNF219,FOXP1
ZNF281,FOXP1
ARX,FOXP2
NEUROD2,FOXP2
NFIA,FOXP2
NR2E1,FOXP2
ZNF148,FOXP2
ZNF219,FOXP2
ARX,FOXP4
NR2E1,FOXP4
SOX9,FOXP4
ARX,FREM2
ATF7,FREM2
BHLHE22,FREM2
DEAF1,FREM2
E2F1,FREM2
EMX1,FREM2
FOS,FREM2
JUN,FREM2
KAT7,FREM2
KLF10,FREM2
KLF11,FREM2
KLF3,FREM2
MEF2C,FREM2
MEIS2,FREM2
NEUROD2,FREM2
NEUROD6,FREM2
NFIA,FREM2
NFIB,FREM2
NR2E1,FREM2
NR4A2,FREM2
POU2F1,FREM2
POU3F2,FREM2
RFX2,FREM2
SATB2,FREM2
SOX2,FREM2
SOX5,FREM2
SOX6,FREM2
SOX9,FREM2
TBR1,FREM2
TCF3,FREM2
TCF7L1,FREM2
TFAP2C,FREM2
VEZF1,FREM2
ZBTB18,FREM2
ZBTB20,FREM2
ZNF148,FREM2
ZNF219,FREM2
ZNF281,FREM2
ZNF441,FREM2
ARX,FRMD4B
ASCL1,FRMD4B
DEAF1,FRMD4B
KAT7,FRMD4B
NR2E1,FRMD4B
RFX2,FRMD4B
TFAP2C,FRMD4B
VEZF1,FRMD4B
ZNF219,FRMD4B
ZNF441,FRMD4B
MEF2C,FRRS1L
VEZF1,FRRS1L
ZBTB18,FRRS1L
ZNF148,FRRS1L
ARX,FRZB
BHLHE22,FRZB
KLF11,FRZB
KLF3,FRZB
MEF2C,FRZB
NR4A2,FRZB
POU3F2,FRZB
SATB2,FRZB
SOX9,FRZB
TBR1,FRZB
ARX,FSCN1
ATF7,FSCN1
CTCF,FSCN1
DEAF1,FSCN1
E2F1,FSCN1
EMX1,FSCN1
FOS,FSCN1
JUN,FSCN1
KAT7,FSCN1
KLF11,FSCN1
KLF3,FSCN1
MEF2C,FSCN1
MEIS2,FSCN1
NEUROD2,FSCN1
NEUROD6,FSCN1
NFIB,FSCN1
NR2E1,FSCN1
NR4A2,FSCN1
POU2F1,FSCN1
POU3F2,FSCN1
RFX2,FSCN1
SATB2,FSCN1
SOX2,FSCN1
SOX6,FSCN1
SOX9,FSCN1
TCF3,FSCN1
TCF7L1,FSCN1
ZBTB18,FSCN1
ZBTB20,FSCN1
ZNF148,FSCN1
ZNF219,FSCN1
ZNF281,FSCN1
BHLHE22,FSIP2
KAT7,FSIP2
KLF3,FSIP2
NR2E1,FSIP2
TBR1,FSIP2
VEZF1,FSIP2
ZNF148,FSIP2
ARX,FSTL1
ATF7,FSTL1
BHLHE22,FSTL1
DEAF1,FSTL1
E2F1,FSTL1
EMX1,FSTL1
JUN,FSTL1
KLF10,FSTL1
KLF11,FSTL1
KLF3,FSTL1
MEF2C,FSTL1
MEIS2,FSTL1
NEUROD6,FSTL1
NFIA,FSTL1
NFIB,FSTL1
NR2E1,FSTL1
NR4A2,FSTL1
POU2F1,FSTL1
POU3F2,FSTL1
RFX2,FSTL1
SOX5,FSTL1
SOX6,FSTL1
TBR1,FSTL1
TCF7L1,FSTL1
TFAP2C,FSTL1
VEZF1,FSTL1
ZBTB18,FSTL1
ZBTB20,FSTL1
ZNF148,FSTL1
ZNF219,FSTL1
ZNF281,FSTL1
ZNF441,FSTL1
ARX,FSTL5
BHLHE22,FSTL5
KLF10,FSTL5
NFIA,FSTL5
NR2E1,FSTL5
SOX5,FSTL5
VEZF1,FSTL5
ZNF219,FSTL5
ARX,FTH1
ATF7,FTH1
BHLHE22,FTH1
CTCF,FTH1
DEAF1,FTH1
E2F1,FTH1
EMX1,FTH1
FOS,FTH1
JUN,FTH1
KLF10,FTH1
KLF11,FTH1
KLF3,FTH1
MEF2C,FTH1
MEIS2,FTH1
NEUROD6,FTH1
NFIA,FTH1
NFIB,FTH1
NR2E1,FTH1
NR4A2,FTH1
POU2F1,FTH1
POU3F2,FTH1
RFX2,FTH1
SATB2,FTH1
SOX2,FTH1
SOX6,FTH1
SOX9,FTH1
TBR1,FTH1
TCF3,FTH1
TCF7L1,FTH1
TFAP2C,FTH1
