gene,ko_gene,log2fc,padj
UMPS,NEUROD6,-0.23807490886820304,1.0
NAP1L2,NEUROD6,0.22991168134896078,1.0
SALL2,NEUROD6,-0.28298843318234024,1.0
ZNF189,NEUROD6,0.38060291688748515,1.0
TMEM170A,NEUROD6,-0.34117100686284485,1.0
MON2,NEUROD6,0.16157159266778365,1.0
ZNF350,NEUROD6,0.23615439202253663,1.0
CSAG1,NEUROD6,0.10787392976769139,1.0
GLDC,NEUROD6,-0.38017919543280865,1.0
MAP3K10,NEUROD6,0.28438382351919556,1.0
SLC2A6,NEUROD6,0.191894919149465,1.0
BTAF1,NEUROD6,0.21730729288806905,1.0
PLA2G12A,NEUROD6,0.25000792492207946,1.0
DHRSX,NEUROD6,-0.30952961592116734,1.0
BEND5,NEUROD6,0.16063547297547587,1.0
NINL,NEUROD6,0.19807712341636163,1.0
SPIN1,NEUROD6,0.1411746274791823,1.0
SPIRE1,NEUROD6,0.16718513860411022,1.0
RPP30,NEUROD6,-0.19843600152829755,1.0
ZNF445,NEUROD6,0.15123594856372413,1.0
ZNF318,NEUROD6,0.117657084902417,1.0
MEIS3,NEUROD6,0.11451282349933177,1.0
PDZRN3,NEUROD6,0.2310675847118313,1.0
AC124312.1,NEUROD6,0.21897208741231866,1.0
ELP5,NEUROD6,0.1680620486274904,1.0
OGFRL1,NEUROD6,-0.40399963151217344,1.0
FAM208A,NEUROD6,0.15773544066916856,1.0
CENPQ,NEUROD6,-0.325305286328589,1.0
TRIQK,NEUROD6,0.16045727106046748,1.0
RRP1B,NEUROD6,0.10781268687034107,1.0
ZNF514,NEUROD6,0.22052692613500735,1.0
PARP2,NEUROD6,0.20565966689807025,1.0
SMARCA4,NEUROD6,0.1272495798417006,1.0
RNF34,NEUROD6,0.1258073908270776,1.0
RUSC1,NEUROD6,-0.32121881427786936,1.0
MBNL1,NEUROD6,0.22422787380268971,1.0
CCDC93,NEUROD6,0.12483353741520631,1.0
PTX3,NEUROD6,-0.16567176456372934,1.0
USP36,NEUROD6,0.2171058154935479,1.0
APPBP2,NEUROD6,0.17106657795322522,1.0
AK2,NEUROD6,-0.23485770184382182,1.0
PLP1,NEUROD6,-0.48615455225772075,1.0
AC019205.1,NEUROD6,0.4435279937176122,1.0
PPP1CA,NEUROD6,-0.16504292655244057,1.0
CTPS2,NEUROD6,-0.2843970802777358,1.0
GCAT,NEUROD6,-0.3633126330876695,1.0
LRRTM4,NEUROD6,0.20867113033625806,1.0
LINC01006,NEUROD6,0.39644138800222084,1.0
SIMC1,NEUROD6,0.23634373406560938,1.0
KDM2B,NEUROD6,0.29300344470222495,1.0
RBSN,NEUROD6,0.12259583517518857,1.0
ZNF589,NEUROD6,0.20585877668530506,1.0
RMDN3,NEUROD6,0.23928496256778642,1.0
IL17RD,NEUROD6,0.13761887451586263,1.0
HSF2,NEUROD6,0.16554073311962636,1.0
OTUD3,NEUROD6,0.19660613958122797,1.0
ACTR1B,NEUROD6,0.19040649653090513,1.0
CDK10,NEUROD6,0.23517360765433803,1.0
UGP2,NEUROD6,0.18297715963867822,1.0
HLA-A,NEUROD6,-0.28089878194758977,1.0
ASTN1,NEUROD6,-0.3048427309489674,1.0
LBH,NEUROD6,0.166924070440583,1.0
CBR1,NEUROD6,0.1643860436522695,1.0
NGLY1,NEUROD6,0.17529288443246593,1.0
ZBTB43,NEUROD6,0.20494331266066879,1.0
FAM234B,NEUROD6,0.2057271224596624,1.0
SP3,NEUROD6,0.11825455014887476,1.0
CDK5,NEUROD6,0.22016852919679875,1.0
TRIM27,NEUROD6,0.10899740240687827,1.0
PEX16,NEUROD6,0.1785702531421589,1.0
RIT1,NEUROD6,-0.2747708105854092,1.0
AC092691.1,NEUROD6,0.22700797609298196,1.0
USP31,NEUROD6,0.2664676233310894,1.0
ZNF329,NEUROD6,0.2339466387207989,1.0
WASL,NEUROD6,0.1519937549224834,1.0
HEBP2,NEUROD6,-0.256139136139121,1.0
SLC35F1,NEUROD6,0.23337060212311145,1.0
NFE2L1,NEUROD6,0.2167460785690658,1.0
POMGNT2,NEUROD6,0.28346683139584394,1.0
GRIPAP1,NEUROD6,0.16142668189487508,1.0
RNF13,NEUROD6,0.19398613432251222,1.0
SRSF6,NEUROD6,-0.21153047511702627,1.0
KDM2A,NEUROD6,0.173257512018005,1.0
CACNA1A,NEUROD6,0.16912837130520697,1.0
NKAIN4,NEUROD6,-0.4041394117871475,1.0
PIK3CA,NEUROD6,0.271174731984281,1.0
PTGR1,NEUROD6,0.3328135053123593,1.0
DNAJB14,NEUROD6,0.18199819645175386,1.0
GPHN,NEUROD6,0.29029837862626673,1.0
XIAP,NEUROD6,0.1159021095028942,1.0
EXOC5,NEUROD6,0.1228744060503251,1.0
ZSWIM6,NEUROD6,0.23484210174000786,1.0
LRRC8B,NEUROD6,0.2713847230714186,1.0
IFIT5,NEUROD6,0.2068718459525496,1.0
SFMBT1,NEUROD6,0.5085379493673852,1.0
DARS,NEUROD6,-0.23503257547045803,1.0
AL162231.1,NEUROD6,0.2040136659432239,1.0
SERBP1,NEUROD6,-0.10117426529001694,1.0
DUSP26,NEUROD6,0.3609810938743774,1.0
STX5,NEUROD6,0.23126233859870204,1.0
MAPK8IP2,NEUROD6,0.18307975100440466,1.0
HGS,NEUROD6,0.15405955608757171,1.0
CAMKK2,NEUROD6,0.22231599507500688,1.0
CAPRIN2,NEUROD6,0.2722466998581141,1.0
AKAP7,NEUROD6,0.187257441357084,1.0
CHEK1,NEUROD6,-0.34262161325176743,1.0
ZNF699,NEUROD6,0.2459808583165093,1.0
TAF2,NEUROD6,0.30925710890263725,1.0
VPS41,NEUROD6,0.1702012708828271,1.0
PCSK7,NEUROD6,0.20761300737959154,1.0
DOPEY1,NEUROD6,0.2257984776542159,1.0
NECAB2,NEUROD6,-0.3848144130183684,1.0
KLHDC10,NEUROD6,0.18742968055954679,1.0
CCAR1,NEUROD6,0.10639348015045541,1.0
SLC2A4RG,NEUROD6,-0.23678185655586192,1.0
ABHD17B,NEUROD6,0.2086451991576901,1.0
ZCCHC14,NEUROD6,0.3237059040436929,1.0
SSBP4,NEUROD6,-0.17359383424239413,1.0
PHTF2,NEUROD6,0.10772764418351954,1.0
ZNF777,NEUROD6,0.3421377840936217,1.0
C15orf40,NEUROD6,0.27231937523083816,1.0
PYGO1,NEUROD6,0.19056021271916546,1.0
MAGOHB,NEUROD6,-0.28287068025306716,1.0
AC009403.1,NEUROD6,0.22136735281033992,1.0
FBXO11,NEUROD6,0.16134447807301808,1.0
RAC3,NEUROD6,-0.1494582403060033,1.0
CTTNBP2,NEUROD6,0.11428957470304457,1.0
UGDH,NEUROD6,-0.49687475602275377,1.0
PAK1IP1,NEUROD6,0.14328700532819716,1.0
PRNP,NEUROD6,0.2121721155891012,1.0
HIST1H1C,NEUROD6,0.104931134791723,1.0
FAM171B,NEUROD6,0.1376040189659441,1.0
PRRC1,NEUROD6,0.19293047302492927,1.0
CFAP36,NEUROD6,0.17908503013577784,1.0
MRPS18C,NEUROD6,-0.18253587865093127,1.0
PAK1,NEUROD6,0.15318403942640335,1.0
CARHSP1,NEUROD6,-0.16568648568855313,1.0
MACO1,NEUROD6,0.16047284634448805,1.0
PREX2,NEUROD6,-0.3484021825381656,1.0
TTLL7,NEUROD6,0.16179351626303562,1.0
MAN1A2,NEUROD6,0.14185655555160903,1.0
RELA,NEUROD6,0.16481914008255316,1.0
RLIM,NEUROD6,0.2190851593671772,1.0
ALYREF,NEUROD6,-0.3101667806792008,1.0
INPP4A,NEUROD6,0.17100260056120486,1.0
NUP88,NEUROD6,0.2875183046632719,1.0
CXorf38,NEUROD6,0.2085851047317797,1.0
VHL,NEUROD6,0.17506631583937105,1.0
HACD3,NEUROD6,-0.12424666598908535,1.0
ZNF569,NEUROD6,0.2634979881894979,1.0
SCRG1,NEUROD6,0.2239006558145844,1.0
BBC3,NEUROD6,0.1985180535597541,1.0
ATRN,NEUROD6,0.30741968977739,1.0
CYB5B,NEUROD6,0.14270581709989139,1.0
CMTM3,NEUROD6,-0.404971359831825,1.0
SNHG15,NEUROD6,-0.3323908897930208,1.0
R3HDM2,NEUROD6,0.15439350905998092,1.0
RAD23A,NEUROD6,-0.16714738213402275,1.0
CCAR2,NEUROD6,0.3325930680178293,1.0
AKAP11,NEUROD6,0.16544243907255063,1.0
PAWR,NEUROD6,-0.284334766722395,1.0
RFX7,NEUROD6,0.24194601689952488,1.0
AC023034.1,NEUROD6,0.3476302689916593,1.0
ZNF793,NEUROD6,0.1962406651526032,1.0
KLHL2,NEUROD6,0.32433604911402325,1.0
WDR59,NEUROD6,0.21248803332544197,1.0
MRPL22,NEUROD6,-0.20502092481073975,1.0
PTPRS,NEUROD6,0.20106366842347967,1.0
BTRC,NEUROD6,0.20109351164368405,1.0
ARL6,NEUROD6,0.26202677729427304,1.0
GDAP1,NEUROD6,0.15087435034948682,1.0
TAF1,NEUROD6,0.17621202001361458,1.0
EMC4,NEUROD6,0.13083695576217277,1.0
SORBS3,NEUROD6,-0.4378290184675593,1.0
CYLD,NEUROD6,0.2420943362139618,1.0
AL139246.5,NEUROD6,-0.28291944777338207,1.0
FBXO21,NEUROD6,0.15623797481441543,1.0
BDH2,NEUROD6,-0.34020295308896564,1.0
COX17,NEUROD6,0.13532004491746374,1.0
FCHO1,NEUROD6,0.2172632124660394,1.0
SEMA6A,NEUROD6,-0.4209643576242054,1.0
PLPPR5,NEUROD6,0.15329354391803163,1.0
RAB7A,NEUROD6,0.13519526196784046,1.0
RNASEH2C,NEUROD6,-0.3068777192351919,1.0
PHYKPL,NEUROD6,0.27623434843627104,1.0
PPP1R11,NEUROD6,0.1844111846324623,1.0
ZIC2,NEUROD6,-0.3462666166410029,1.0
FAM3C,NEUROD6,0.13622534805437497,1.0
KCNJ6,NEUROD6,0.23625648835345436,1.0
SDF2L1,NEUROD6,-0.4910608956128031,1.0
MFHAS1,NEUROD6,0.17067933964397342,1.0
SAP30BP,NEUROD6,0.19364460888943813,1.0
SERTAD1,NEUROD6,-0.5188627924601663,1.0
TADA3,NEUROD6,-0.2418961706293381,1.0
NTPCR,NEUROD6,-0.21359726844927107,1.0
ATPAF2,NEUROD6,-0.44711632939069723,1.0
OPHN1,NEUROD6,0.14445787871940996,1.0
FAM89B,NEUROD6,0.13378623779628887,1.0
FBLN1,NEUROD6,-0.3379605587484104,1.0
L3MBTL3,NEUROD6,0.19334082990096402,1.0
DVL1,NEUROD6,0.30793206053427635,1.0
ZNF565,NEUROD6,0.29291032148896035,1.0
C19orf70,NEUROD6,0.1640243307099993,1.0
CBFA2T2,NEUROD6,0.19812417647857816,1.0
EPB41,NEUROD6,-0.22031499040622193,1.0
SRSF5,NEUROD6,-0.12811747329640988,1.0
PPM1L,NEUROD6,0.21833539813463754,1.0
PFN1,NEUROD6,-0.14922174198394633,1.0
ARMCX4,NEUROD6,0.28111243328635904,1.0
CELSR3,NEUROD6,0.29623037640501204,1.0
CTNNA2,NEUROD6,0.2150896628254806,1.0
GLS,NEUROD6,0.16319389066319057,1.0
MAPK9,NEUROD6,0.2602386395116232,1.0
EPHA5,NEUROD6,0.1867913964776029,1.0
PPP2R3A,NEUROD6,0.24668724673184816,1.0
RSL1D1,NEUROD6,-0.12268593786507354,1.0
RASGRP1,NEUROD6,-0.5215286404890689,1.0
BACH1,NEUROD6,0.19038187757278768,1.0
CDCA4,NEUROD6,-0.493414908060525,1.0
C9orf78,NEUROD6,0.1584998696539884,1.0
RPS6KA5,NEUROD6,0.23028371690022098,1.0
PGM1,NEUROD6,-0.4332273430556608,1.0
TUBA1C,NEUROD6,-0.6502294778057034,1.0
MORC3,NEUROD6,0.17638641957537615,1.0
MBOAT2,NEUROD6,0.2639463320363019,1.0
SPIRE2,NEUROD6,0.3261977930022719,1.0
TARBP1,NEUROD6,0.11236042952975134,1.0
UPF2,NEUROD6,0.15006541627559428,1.0
ZNF836,NEUROD6,0.35463624761678814,1.0
CANX,NEUROD6,-0.10700102160154135,1.0
PLPP3,NEUROD6,-0.4537850601595892,1.0
ZNF324,NEUROD6,0.2176304760760952,1.0
SCAF11,NEUROD6,-0.11389536333755804,1.0
MCTP1,NEUROD6,0.39340375087033186,1.0
ZNF593,NEUROD6,-0.2734555752613044,1.0
FBXO42,NEUROD6,0.21439253179424322,1.0
TMA16,NEUROD6,-0.2805832428917612,1.0
KBTBD11,NEUROD6,0.2798831707026568,1.0
WDYHV1,NEUROD6,-0.3158656584857662,1.0
IDH3G,NEUROD6,0.15478403662168733,1.0
LRP3,NEUROD6,0.16800863125409704,1.0
MRPL12,NEUROD6,-0.21987479230076912,1.0
GPR155,NEUROD6,0.25398549026805783,1.0
THAP6,NEUROD6,0.23026319883548596,1.0
ULK2,NEUROD6,0.341616230584719,1.0
PSME1,NEUROD6,-0.1767895947284014,1.0
AC006213.2,NEUROD6,0.3312108014651063,1.0
KLHL13,NEUROD6,0.25301886532281626,1.0
RSBN1L,NEUROD6,0.16580277364497342,1.0
AASDHPPT,NEUROD6,0.12014256456097883,1.0
RSBN1,NEUROD6,0.1133293145420006,1.0
PHB,NEUROD6,-0.1951021066485195,1.0
MPHOSPH8,NEUROD6,0.12464415550709074,1.0
SESTD1,NEUROD6,0.15750868163608311,1.0
DLGAP4,NEUROD6,0.16699359884817633,1.0
KCNK10,NEUROD6,0.2029189668464242,1.0
TCF7L2,NEUROD6,-0.38388610617570684,1.0
PRDX5,NEUROD6,-0.10018240766748643,1.0
BLVRB,NEUROD6,-0.3047548669067601,1.0
ENAH,NEUROD6,-0.14634715611336158,1.0
ELOVL2,NEUROD6,0.3039837310004607,1.0
SOX9,NEUROD6,0.12440278815914735,1.0
TTC9,NEUROD6,0.28587476524656763,1.0
ZNF582-AS1,NEUROD6,0.3181162629552854,1.0
M6PR,NEUROD6,-0.23620312464160098,1.0
BRI3,NEUROD6,-0.11762372595763915,1.0
TET2,NEUROD6,0.2158636472926685,1.0
LITAF,NEUROD6,-0.3187211147121618,1.0
EIF4A3,NEUROD6,-0.2167519705164222,1.0
MRPL55,NEUROD6,-0.12682073351467132,1.0
TCF7L1,NEUROD6,-0.4120430502320609,1.0
HCN3,NEUROD6,0.2049874192174066,1.0
COL4A5,NEUROD6,-0.4474439192887325,1.0
GMPS,NEUROD6,-0.19274986908466096,1.0
PIANP,NEUROD6,0.17501259409047787,1.0
MARF1,NEUROD6,0.226099719624957,1.0
C19orf53,NEUROD6,-0.10505578844225383,1.0
PPIL2,NEUROD6,0.1410985779437408,1.0
TLE3,NEUROD6,-0.41516585660369376,1.0
SLC25A28,NEUROD6,0.3000387669068698,1.0
SLC4A1AP,NEUROD6,0.14718613115061885,1.0
NAXD,NEUROD6,0.362895738623608,1.0
ARHGAP35,NEUROD6,0.12693100979786753,1.0
SAYSD1,NEUROD6,0.23739004833692912,1.0
SNN,NEUROD6,0.19385312839965751,1.0
NXT1,NEUROD6,0.11555914851965965,1.0
CHST1,NEUROD6,0.3187671945547499,1.0
CDKL5,NEUROD6,0.1662268726173396,1.0
S100A6,NEUROD6,-0.49902064035829774,1.0
GPC6,NEUROD6,-0.2950493987907534,1.0
MAGEL2,NEUROD6,0.27713769479382755,1.0
ASGR1,NEUROD6,0.21252652504299618,1.0
TCEAL5,NEUROD6,0.21888131200131367,1.0
HNRNPM,NEUROD6,-0.1939077437147687,1.0
ZNF195,NEUROD6,0.17488167159064372,1.0
TMEM123,NEUROD6,0.2508639125896718,1.0
HERC3,NEUROD6,0.15207143060921968,1.0
SOWAHC,NEUROD6,0.14408984263779567,1.0
SH3GL2,NEUROD6,0.26538110750515553,1.0
ADD1,NEUROD6,0.14207734474888778,1.0
RBM3,NEUROD6,-0.19033116622490162,1.0
PRMT9,NEUROD6,0.2681497036893381,1.0
SRSF8,NEUROD6,0.22468470788185912,1.0
AVL9,NEUROD6,0.21584982823944032,1.0
ZFP30,NEUROD6,0.23936015394953336,1.0
HMG20B,NEUROD6,-0.37465201762024747,1.0
USP13,NEUROD6,0.26079719974083515,1.0
GPATCH2,NEUROD6,-0.2378362955725848,1.0
LAPTM4B,NEUROD6,-0.1971788093468659,1.0
TMEM256,NEUROD6,-0.19747012391905294,1.0
GPAA1,NEUROD6,0.2369135882590827,1.0
ITSN1,NEUROD6,0.17268452516141053,1.0
BTN2A1,NEUROD6,0.21289685513849466,1.0
ZRANB1,NEUROD6,0.2053769858099963,1.0
CADM3,NEUROD6,0.16774573749663313,1.0
ASNS,NEUROD6,0.10162518914359864,1.0
DNAL1,NEUROD6,0.21316126128451085,1.0
AC116565.1,NEUROD6,0.3076066100380044,1.0
SEL1L,NEUROD6,0.1621950021378472,1.0
PLXNC1,NEUROD6,0.2359546174083451,1.0
CDK4,NEUROD6,-0.24527885691965567,1.0
LINC00667,NEUROD6,0.19958252846127045,1.0
GPR85,NEUROD6,0.2044683697517835,1.0
TRAPPC2L,NEUROD6,-0.22043896220082126,1.0
RNF8,NEUROD6,0.10841204767057111,1.0
SLC25A40,NEUROD6,0.37707665146226566,1.0
NF1,NEUROD6,0.1319083166233131,1.0
ARHGAP32,NEUROD6,0.24199526188276965,1.0
RBM26,NEUROD6,0.12050250648520655,1.0
DNER,NEUROD6,0.12336573839104614,1.0
TRAPPC11,NEUROD6,0.1795161117740527,1.0
AC100810.1,NEUROD6,-0.4687914001553257,1.0
MT-ND2,NEUROD6,0.12606546742739422,1.0
MEIS1,NEUROD6,0.41917367586600096,1.0
SHC3,NEUROD6,0.31384254809144685,1.0
ACTR3,NEUROD6,0.10415325665805641,1.0
RAD51AP1,NEUROD6,-0.3631613814941792,1.0
EXOC7,NEUROD6,0.1695504212546829,1.0
GPN1,NEUROD6,-0.35841688379921655,1.0
CLNS1A,NEUROD6,-0.16609619835399908,1.0
TMX3,NEUROD6,0.19410400358025104,1.0
ALDH9A1,NEUROD6,-0.2127372474785849,1.0
WAC-AS1,NEUROD6,0.1901924867837539,1.0
CNOT4,NEUROD6,0.15587548403794954,1.0
HDAC6,NEUROD6,0.2052658242753178,1.0
CKS1B,NEUROD6,-0.4997452038951731,1.0
NT5C2,NEUROD6,0.248463556294658,1.0
BSG,NEUROD6,-0.13719800493292433,1.0
KHDC4,NEUROD6,0.1459655177542296,1.0
FASN,NEUROD6,-0.1564163656355238,1.0
PPP2R5B,NEUROD6,0.17406860308677508,1.0
GCA,NEUROD6,-0.21921211804978213,1.0
SLC23A2,NEUROD6,0.30064016790221126,1.0
DDX46,NEUROD6,0.12674933034727964,1.0
RAB9A,NEUROD6,-0.24524950796830391,1.0
MRPL20,NEUROD6,-0.1528049800467952,1.0
VMP1,NEUROD6,-0.19645260941815645,1.0
DHFR,NEUROD6,-0.2906648888033594,1.0
PTTG1IP,NEUROD6,-0.17687905863869544,1.0
GLB1,NEUROD6,-0.3265191031189114,1.0
CHMP2A,NEUROD6,0.10267496673851273,1.0
SEM1,NEUROD6,-0.10040522903700344,1.0
LPIN2,NEUROD6,0.19478251839747518,1.0
CCNG1,NEUROD6,-0.20743426148078448,1.0
NUDT9,NEUROD6,0.13369556734065724,1.0
MAP9,NEUROD6,0.13419538740453513,1.0
NABP2,NEUROD6,-0.23513631391553358,1.0
ZNF460,NEUROD6,0.1399770015500148,1.0
ESCO1,NEUROD6,0.11373712577176487,1.0
GPRASP1,NEUROD6,0.23483043200623754,1.0
PPP1R9A,NEUROD6,0.11018065224485063,1.0
NOM1,NEUROD6,0.20895571205128616,1.0
COMMD3,NEUROD6,0.176841366110719,1.0
DGKE,NEUROD6,0.20439298112877347,1.0
REL,NEUROD6,0.19533496525507044,1.0
SSTR2,NEUROD6,0.11702588686290133,1.0
GNG4,NEUROD6,0.11026118972395539,1.0
EPHB1,NEUROD6,0.3168398319454906,1.0
PPAT,NEUROD6,-0.22142237116077967,1.0
SNRPN,NEUROD6,0.11424925909636396,1.0
SUN2,NEUROD6,0.23521969348357108,1.0
MEX3B,NEUROD6,0.16010797178430547,1.0
NEK5,NEUROD6,0.2489359564693161,1.0
VPS25,NEUROD6,-0.17096070435104926,1.0
UCK1,NEUROD6,-0.4543907666927103,1.0
IRGQ,NEUROD6,0.1991846886019255,1.0
MAPK1,NEUROD6,0.13088559080805706,1.0
KCNIP2,NEUROD6,0.3184625973213677,1.0
WDR48,NEUROD6,0.15783783533741202,1.0
HNRNPA1P48,NEUROD6,-0.3002707875335471,1.0
ELK1,NEUROD6,0.21384491670784822,1.0
DLK1,NEUROD6,-0.7243577099605332,1.0
GRIK5,NEUROD6,0.2183483571292113,1.0
MPRIP,NEUROD6,0.11666472614009926,1.0
NTAN1,NEUROD6,-0.332845452896557,1.0
FBXO33,NEUROD6,0.17196005340081033,1.0
EMC1,NEUROD6,0.2999216945206684,1.0
MCPH1,NEUROD6,0.17764342092153318,1.0
AMOTL1,NEUROD6,0.2871755732714929,1.0
SLC25A39,NEUROD6,-0.21674860008378105,1.0
THOC5,NEUROD6,-0.4221524170236779,1.0
DMXL1,NEUROD6,0.24323900234077245,1.0
HSPA5,NEUROD6,-0.16714293360298726,1.0
IPMK,NEUROD6,0.23248520374445425,1.0
ZNF415,NEUROD6,0.16367446432027544,1.0
SEC24C,NEUROD6,0.26837270792844903,1.0
TAB3,NEUROD6,0.3256359190459768,1.0
EFR3B,NEUROD6,0.1721975581793187,1.0
LRRC4B,NEUROD6,0.20980214120560836,1.0
NUDT2,NEUROD6,0.15804877213078572,1.0
AP2A2,NEUROD6,0.12035478994739512,1.0
LIMA1,NEUROD6,-0.2127545787613121,1.0
TAF11,NEUROD6,0.11517024380791523,1.0
PES1,NEUROD6,0.2625019726629696,1.0
BRAF,NEUROD6,0.1668074294437275,1.0
FAT3,NEUROD6,0.2773877606385159,1.0
LRRC47,NEUROD6,0.1024040720449948,1.0
BTBD10,NEUROD6,0.1274113325142252,1.0
PEX13,NEUROD6,0.13183720134204835,1.0
UBE2O,NEUROD6,0.12563683082633537,1.0
SRI,NEUROD6,-0.14551726208559002,1.0
EMC6,NEUROD6,-0.14440766028106675,1.0
SPTSSA,NEUROD6,-0.28280417288298865,1.0
DKC1,NEUROD6,-0.2520803276294018,1.0
SARNP,NEUROD6,0.38922793208030804,1.0
KDELR2,NEUROD6,-0.1480643503258803,1.0
KDM5C,NEUROD6,0.1626077036233433,1.0
HUS1,NEUROD6,0.21656003929170664,1.0
ELOVL4,NEUROD6,0.17276175366538227,1.0
GCSH,NEUROD6,-0.14186983255427965,1.0
ZBTB38,NEUROD6,0.17691477147174794,1.0
PPCS,NEUROD6,-0.20890980915457313,1.0
GCN1,NEUROD6,-0.3663221399968499,1.0
HES4,NEUROD6,-0.21800168665109265,1.0
APTR,NEUROD6,0.30903414770485726,1.0
IER5L,NEUROD6,-0.2951875367057569,1.0
UCHL5,NEUROD6,-0.16652489016573668,1.0
VPS9D1,NEUROD6,0.2614656514088258,1.0
RORB,NEUROD6,0.1424597628721429,1.0
IGFBP4,NEUROD6,-0.30437970182811425,1.0
SLC38A1,NEUROD6,0.1087397244611126,1.0
NIPSNAP3A,NEUROD6,0.3590851883160462,1.0
LARP4B,NEUROD6,-0.328581874875026,1.0
MCM3AP,NEUROD6,0.2838501964972573,1.0
SLIT1,NEUROD6,-0.29376694363397604,1.0
COL11A1,NEUROD6,-0.3722619258781814,1.0
AP003469.4,NEUROD6,0.2660937891225874,1.0
AFF3,NEUROD6,0.1773967585758296,1.0
HSF1,NEUROD6,-0.3225504238640391,1.0
GSDME,NEUROD6,0.3205128289606525,1.0
DDX52,NEUROD6,-0.17139157772954078,1.0
CHD4,NEUROD6,-0.11413473845525024,1.0
CHML,NEUROD6,-0.2387657153251196,1.0
GOLGA4,NEUROD6,0.10323822157390605,1.0
LRRIQ1,NEUROD6,-0.2764784964325506,1.0
ARMH4,NEUROD6,0.18466452962999447,1.0
BABAM1,NEUROD6,0.19554923706646243,1.0
FBXO17,NEUROD6,-0.5039146437560404,1.0
SEMA3A,NEUROD6,0.2595994383613076,1.0
CPEB3,NEUROD6,0.45352276937153224,1.0
C18orf32,NEUROD6,0.1640227139971957,1.0
DYNC1I2,NEUROD6,0.13059281960130642,1.0
LTA4H,NEUROD6,-0.23983012636377354,1.0
SHB,NEUROD6,0.28640952694091837,1.0
CPOX,NEUROD6,0.3392127203500239,1.0
HSPA1A,NEUROD6,0.2648971445820808,1.0
SCUBE1,NEUROD6,0.26650964571394375,1.0
ATG14,NEUROD6,0.2889979332583268,1.0
CNOT11,NEUROD6,-0.4245151309422508,1.0
CISD1,NEUROD6,0.12866491578938233,1.0
DCAF1,NEUROD6,0.2802581484312854,1.0
XRN1,NEUROD6,0.12083665974956337,1.0
TRAPPC8,NEUROD6,0.29109780430466525,1.0
SERINC3,NEUROD6,0.10844476494653599,1.0
DGAT1,NEUROD6,0.24697278063931938,1.0
ZNF141,NEUROD6,0.2362566997583111,1.0
TAX1BP1,NEUROD6,0.10612188672303269,1.0
BIRC5,NEUROD6,-0.5711617116808472,1.0
TADA2B,NEUROD6,0.34336754107399026,1.0
LCOR,NEUROD6,0.10196131799920793,1.0
CBX8,NEUROD6,-0.4290644002874391,1.0
RGP1,NEUROD6,0.3706013992613406,1.0
CAMK2G,NEUROD6,0.25319488916262634,1.0
SERAC1,NEUROD6,0.2449158554720423,1.0
BRI3BP,NEUROD6,0.41661085643400764,1.0
HIGD2A,NEUROD6,-0.22244604856310804,1.0
LRRC20,NEUROD6,0.30806557526073264,1.0
AKAP13,NEUROD6,0.12726170346764476,1.0
SLC37A3,NEUROD6,0.11373603405000976,1.0
TWSG1,NEUROD6,-0.3720781194203333,1.0
KIF16B,NEUROD6,0.20789445970886122,1.0
FAM161A,NEUROD6,0.1958397913442087,1.0
PTK7,NEUROD6,-0.47612688445129514,1.0
HMOX2,NEUROD6,0.20535351227336096,1.0
MRPS10,NEUROD6,-0.13270162391240303,1.0
LRRC37B,NEUROD6,0.26397846776977785,1.0
GLE1,NEUROD6,0.27247724870150725,1.0
GNA11,NEUROD6,0.2379262823769288,1.0
FGF9,NEUROD6,0.22801892384826195,1.0
IRF2,NEUROD6,0.333600228027747,1.0
ADH5,NEUROD6,-0.12211780697319446,1.0
MBOAT7,NEUROD6,0.22696073512482395,1.0
ZNF780B,NEUROD6,0.2923687196262783,1.0
ZNF274,NEUROD6,0.1948222049756898,1.0
TOPORS,NEUROD6,-0.25492229608016415,1.0
OSGEPL1,NEUROD6,0.26878662022177036,1.0
MORN4,NEUROD6,0.25110879993346846,1.0
FNIP2,NEUROD6,0.19133811790015276,1.0
OPA1,NEUROD6,0.20443254441814507,1.0
SESN1,NEUROD6,0.25769700611102975,1.0
DNALI1,NEUROD6,-0.26238203800922566,1.0
SMIM30,NEUROD6,-0.25707064095480203,1.0
MYO9A,NEUROD6,0.18216134179874932,1.0
THSD7A,NEUROD6,0.17996821639234872,1.0
PLTP,NEUROD6,-0.31756694076465486,1.0
SNX16,NEUROD6,0.3974084349909548,1.0
ZNF117,NEUROD6,0.1333767226056588,1.0
FAM50A,NEUROD6,0.1376672797792183,1.0
CLTB,NEUROD6,0.1450946425373049,1.0
IDH1,NEUROD6,0.12424503929519343,1.0
CHCHD1,NEUROD6,-0.15605287828830153,1.0
FBXL3,NEUROD6,0.21341259770801302,1.0
TTPAL,NEUROD6,0.345032720540702,1.0
DTX1,NEUROD6,0.31402994893163827,1.0
ERC1,NEUROD6,0.15652614674192855,1.0
ETFA,NEUROD6,-0.2655151037043453,1.0
PARP1,NEUROD6,-0.13567212366053372,1.0
LIMCH1,NEUROD6,-0.26989485681099934,1.0
SVIP,NEUROD6,-0.261788321570552,1.0
DYRK4,NEUROD6,-0.2786357077764743,1.0
PARD6G,NEUROD6,-0.4282787166586344,1.0
SRP54,NEUROD6,0.11434273392770203,1.0
MRPL41,NEUROD6,-0.11918066953035267,1.0
